dataset_id,disease_original,normalized_source_label,disease_id,any_reference_image_count,any_reference_group_count,primary_image_count,primary_group_count
scin,Abrasion and/or friction burn of lower limb without infection,abrasion and or friction burn of lower limb without infection,,1,1,0,0
scin,Abrasion of wrist,abrasion of wrist,,5,2,0,0
scin,Acneiform eruption,acneiform eruption,,1,1,0,0
scin,Acquired digital fibrokeratoma,acquired digital fibrokeratoma,,3,1,0,0
scin,Acquired poikiloderma,acquired poikiloderma,,3,1,0,0
scin,Acral erythema,acral erythema,,2,1,0,0
scin,Acral persistent papular mucinosis,acral persistent papular mucinosis,,3,1,0,0
scin,Acute generalised exanthematous pustulosis,acute generalised exanthematous pustulosis,,7,3,0,0
scin,Acute ulcer of skin,acute ulcer of skin,,3,1,0,0
scin,Anetoderma,anetoderma,,2,1,0,0
scin,Angiokeratoma of skin,angiokeratoma of skin,,5,3,0,0
scin,Angiosarcoma of skin,angiosarcoma of skin,,1,1,0,0
scin,Atrophic glossitis,atrophic glossitis,,3,1,0,0
scin,Atypical Nevus,atypical nevus,,9,5,0,0
scin,Autoimmune diseases affecting skin,autoimmune diseases affecting skin,,4,2,0,0
scin,Bacterial pyoderma,bacterial pyoderma,,3,1,0,0
scin,Benign cutaneous vascular tumor,benign cutaneous vascular tumor,,5,2,0,0
scin,Benign tumor of dermis,benign tumor of dermis,,2,1,0,0
scin,Blood blister,blood blister,,2,1,0,0
scin,Bullosis diabeticorum,bullosis diabeticorum,,3,1,0,0
scin,Bullous dermatitis,bullous dermatitis,,5,3,0,0
scin,"Bullous dermatitis, NOS",bullous dermatitis nos,,4,2,0,0
scin,Bullous dermatosis,bullous dermatosis,,5,2,0,0
scin,Burn erythema of abdominal wall,burn erythema of abdominal wall,,3,1,0,0
scin,Burn erythema of back of hand,burn erythema of back of hand,,9,3,0,0
scin,Burn erythema of lower leg,burn erythema of lower leg,,6,2,0,0
scin,Burn erythema of neck,burn erythema of neck,,3,1,0,0
scin,Calcinosis cutis,calcinosis cutis,,11,4,0,0
scin,Calciphylaxis cutis,calciphylaxis cutis,,3,1,0,0
scin,Candida infection of flexural skin,candida infection of flexural skin,,3,1,0,0
scin,Candidal intertrigo,candidal intertrigo,,15,6,0,0
scin,Cat scratch disease,cat scratch disease,,3,1,0,0
scin,Cat scratch injury,cat scratch injury,,3,1,0,0
scin,Cellulitis of hand excluding finger,cellulitis of hand excluding finger,,2,1,0,0
scin,Chemical leukoderma,chemical leukoderma,,4,2,0,0
scin,Chronic dermatitis,chronic dermatitis,,3,1,0,0
scin,Chronic ulcer of skin,chronic ulcer of skin,,3,1,0,0
scin,Clinical neurofibromatosis,clinical neurofibromatosis,,3,1,0,0
scin,Collagenoma,collagenoma,,2,1,0,0
scin,Comedone,comedone,,3,2,0,0
scin,Contact burn of skin,contact burn of skin,,1,1,0,0
scin,Crohn disease of skin,crohn disease of skin,,3,1,0,0
scin,Crusted eczematous dermatitis,crusted eczematous dermatitis,,3,1,0,0
scin,Cutaneous leishmaniasis,cutaneous leishmaniasis,,7,3,0,0
scin,Cutaneous lyme disease,cutaneous lyme disease,,8,3,0,0
scin,Cutaneous polyarteritis nodosa,cutaneous polyarteritis nodosa,,1,1,0,0
scin,Darier's disease,darier s disease,,6,2,0,0
scin,Dehiscence,dehiscence,,3,1,0,0
scin,Dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans,,2,1,0,0
scin,Dermatomyositis,dermatomyositis,,8,3,0,0
scin,Dermatosis caused by lice,dermatosis caused by lice,,2,1,0,0
scin,Dermatosis due to flea,dermatosis due to flea,,6,2,0,0
scin,Discrete papular lichen myxedematosus,discrete papular lichen myxedematosus,,2,1,0,0
scin,Drug induced abnormal pigmentation of skin,drug induced abnormal pigmentation of skin,,4,2,0,0
scin,Drug-induced pellagra,drug induced pellagra,,2,1,0,0
scin,Drug-induced photosensitivity,drug induced photosensitivity,,1,1,0,0
scin,Erysipelas,erysipelas,,3,1,0,0
scin,Erythema annulare centrifugum,erythema annulare centrifugum,,35,13,0,0
scin,Erythema elevatum diutinum,erythema elevatum diutinum,,3,1,0,0
scin,Erythema marginatum,erythema marginatum,,1,1,0,0
scin,Erythema marginatum in acute rheumatic fever,erythema marginatum in acute rheumatic fever,,3,1,0,0
scin,Flagellate erythema,flagellate erythema,,11,4,0,0
scin,Flushing,flushing,,4,2,0,0
scin,Folliculitis decalvans,folliculitis decalvans,,3,1,0,0
scin,Foreign body,foreign body,,6,2,0,0
scin,Frontal fibrosing alopecia,frontal fibrosing alopecia,,2,1,0,0
scin,Furuncle,furuncle,,1,1,0,0
scin,Granuloma faciale,granuloma faciale,,11,5,0,0
scin,Granulomatous disorder of the skin and subcutaneous tissue,granulomatous disorder of the skin and subcutaneous tissue,,8,4,0,0
scin,Hailey Hailey disease,hailey hailey disease,,7,3,0,0
scin,Hemosiderin pigmentation of skin,hemosiderin pigmentation of skin,,1,1,0,0
scin,Hyperkeratosis of skin,hyperkeratosis of skin,,1,1,0,0
scin,Hyperpigmentation disorder,hyperpigmentation disorder,,3,1,0,0
scin,Ichthyosiform dermatosis,ichthyosiform dermatosis,,3,1,0,0
scin,Infection of tick bite,infection of tick bite,,3,1,0,0
scin,Infection of toe web,infection of toe web,,1,1,0,0
scin,Infestation caused by Sarcoptes scabiei var bovis,infestation caused by sarcoptes scabiei var bovis,,3,1,0,0
scin,Ingrown hair,ingrown hair,,4,2,0,0
scin,Injection site disorder,injection site disorder,,3,1,0,0
scin,Itchy skin eruption,itchy skin eruption,,3,1,0,0
scin,Lentigo,lentigo,,7,3,0,0
scin,Leprosy,leprosy,,2,1,0,0
scin,Leukemia cutis,leukemia cutis,,4,2,0,0
scin,Linear IgA disease,linear iga disease,,6,3,0,0
scin,Lipoma,lipoma,,1,1,0,0
scin,Livedoid vasculopathy,livedoid vasculopathy,,9,4,0,0
scin,Localised skin eruption due to drugs and medicaments,localised skin eruption due to drugs and medicaments,,3,1,0,0
scin,Localised skin infection,localised skin infection,,6,2,0,0
scin,Localized cutaneous vasculitis,localized cutaneous vasculitis,,4,3,0,0
scin,Lymphocutaneous sporotrichosis,lymphocutaneous sporotrichosis,,3,1,0,0
scin,Lymphomatoid papulosis,lymphomatoid papulosis,,9,3,0,0
scin,Majocchi's granuloma,majocchi s granuloma,,1,1,0,0
scin,Mastocytoma,mastocytoma,,3,1,0,0
scin,Mixed diabetic ulcer - foot,mixed diabetic ulcer foot,,3,1,0,0
scin,Muehrcke lines,muehrcke lines,,1,1,0,0
scin,Mycetoma,mycetoma,,6,2,0,0
scin,Nail dystrophy due to trauma,nail dystrophy due to trauma,,8,3,0,0
scin,Nail pitting,nail pitting,,2,1,0,0
scin,Neoplasm of uncertain behavior of skin of arm,neoplasm of uncertain behavior of skin of arm,,3,1,0,0
scin,Nevus anemicus,nevus anemicus,,2,1,0,0
scin,Nodular vasculitis,nodular vasculitis,,3,1,0,0
scin,Non-melanin pigmentation due to exogenous substance (disorder),non melanin pigmentation due to exogenous substance disorder,,1,1,0,0
scin,Non-specific panniculitis,non specific panniculitis,,1,1,0,0
scin,O/E - purulent pustules,o e purulent pustules,,3,1,0,0
scin,O/E - skin cyst present,o e skin cyst present,,3,1,0,0
scin,O/E - skin fissure,o e skin fissure,,1,1,0,0
scin,OK - Odontogenic keratocyst,ok odontogenic keratocyst,,3,1,0,0
scin,Ochronosis,ochronosis,,1,1,0,0
scin,On examination - hemorrhagic bullae,on examination hemorrhagic bullae,,3,1,0,0
scin,PXE (pseudoxanthoma elasticum) like syndrome,pxe pseudoxanthoma elasticum like syndrome,,3,1,0,0
scin,Pachyonychia congenita,pachyonychia congenita,,3,1,0,0
scin,Paget disease,paget disease,,4,2,0,0
scin,Panniculitis,panniculitis,,3,2,0,0
scin,"Panniculitis, NOS",panniculitis nos,,3,1,0,0
scin,Papular acrodermatitis of childhood,papular acrodermatitis of childhood,,2,1,0,0
scin,Pemphigoid gestationis,pemphigoid gestationis,,6,2,0,0
scin,Pemphigus,pemphigus,,3,1,0,0
scin,Pemphigus foliaceus,pemphigus foliaceus,,5,2,0,0
scin,Perifollicular haemorrhage,perifollicular haemorrhage,,3,1,0,0
scin,Perifolliculitis,perifolliculitis,,3,1,0,0
scin,Perleche,perleche,,3,1,0,0
scin,Pressure ulcer stage 2,pressure ulcer stage 2,,2,1,0,0
scin,Pretibial myxedema,pretibial myxedema,,12,4,0,0
scin,Primary cutaneous lymphoma,primary cutaneous lymphoma,,10,4,0,0
scin,Pruritic dermatitis,pruritic dermatitis,,2,1,0,0
scin,Pruritic urticarial papules and plaques of pregnancy,pruritic urticarial papules and plaques of pregnancy,,16,6,0,0
scin,Pseudolymphoma,pseudolymphoma,,15,5,0,0
scin,Psoriasiform dermatitis,psoriasiform dermatitis,,9,4,0,0
scin,Pyoderma Gangrenosum,pyoderma gangrenosum,,7,3,0,0
scin,RMSF - Rocky Mountain spotted fever,rmsf rocky mountain spotted fever,,4,3,0,0
scin,"Rosai Dorfman disease - I know rare, but I've seen a case like this unilateral.  Rosacea supported bilateral further images",rosai dorfman disease i know rare but i ve seen a case like this unilateral rosacea supported bilateral further images,,2,1,0,0
scin,SLE - Systemic lupus erythematosus-related syndrome,sle systemic lupus erythematosus related syndrome,,6,3,0,0
scin,Secondary impetiginization,secondary impetiginization,,6,2,0,0
scin,Skin atrophy,skin atrophy,,1,1,0,0
scin,Skin cancer,skin cancer,,14,7,0,0
scin,Skin hypopigmented,skin hypopigmented,,3,1,0,0
scin,Skin striae,skin striae,,3,1,0,0
scin,Small plaque parapsoriasis,small plaque parapsoriasis,,5,2,0,0
scin,Snake bite - wound,snake bite wound,,3,1,0,0
scin,Sneddon-Wilkinson disease,sneddon wilkinson disease,,3,1,0,0
scin,Superficial frostbite,superficial frostbite,,3,1,0,0
scin,Tuberculosis of skin and subcutaneous tissue,tuberculosis of skin and subcutaneous tissue,,6,2,0,0
scin,Tufted angioma of skin,tufted angioma of skin,,3,1,0,0
scin,Urticarial vasculitis,urticarial vasculitis,,3,1,0,0
scin,Vascular nevus of skin,vascular nevus of skin,,1,1,0,0
scin,"Vasculitis of the skin, NOS",vasculitis of the skin nos,,3,1,0,0
scin,Viral dermatological disorders,viral dermatological disorders,,3,1,0,0
scin,Viral infection of skin,viral infection of skin,,3,1,0,0
scin,Xanthoma,xanthoma,,2,1,0,0
scin,deep fungal infection,deep fungal infection,,1,1,0,0
scin,deep vein thrombosis,deep vein thrombosis,,3,1,0,0
scin,digital myxoid cyst,digital myxoid cyst,,3,1,0,0
scin,gouty tophi,gouty tophi,,3,1,0,0
scin,granular parakeratosis,granular parakeratosis,,1,1,0,0
scin,panniculitis of skin,panniculitis of skin,,3,1,0,0
scin,post-sunburn peeling/superficial desquamation,post sunburn peeling superficial desquamation,,3,1,0,0
scin,resolving dermatitis,resolving dermatitis,,2,1,0,0
scin,scurvy,scurvy,,3,1,0,0
scin,superficial hemorrhage,superficial hemorrhage,,3,1,0,0
