duplicate_group_id,match_evidence,sample_id_a,dataset_id_a,group_id_a,disease_id_a,include_after_a,sample_id_b,dataset_id_b,group_id_b,disease_id_b,include_after_b,image_sha256_equal,perceptual_hamming_distance,cross_dataset,cross_source_group,label_agreement,requires_review
DUPLICATE_775e76e66924ed442bb5,perceptual,FITZPATRICK17K_C_c81d71732ca04ceeb95dfe94a3d51a8f,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_c81d71732ca04ceeb95dfe94a3d51a8f,,False,DERMNET_KAGGLE_ea98b23c21c2abd10605,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ea98b23c21c2abd10605,,False,False,0,True,True,False,True
DUPLICATE_b6a817c6c28a1affe298,perceptual,FITZPATRICK17K_C_2d1714ec6d8fb7089eea8d8e301564e1,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_2d1714ec6d8fb7089eea8d8e301564e1,,False,DERMNET_KAGGLE_03a310de0f96fe99a63e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_03a310de0f96fe99a63e,,False,False,2,True,True,False,True
DUPLICATE_8ff18d519ebc2a411660,perceptual,FITZPATRICK17K_C_01f134463d742b305c43f04ddc179b4d,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_01f134463d742b305c43f04ddc179b4d,,False,DERMNET_KAGGLE_55035b79f4e915f991c6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_55035b79f4e915f991c6,,False,False,2,True,True,False,True
DUPLICATE_7dbc1c98d4d323c650cc,perceptual,FITZPATRICK17K_C_1744e96d318e4d053e925521e69b8ad6,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_1744e96d318e4d053e925521e69b8ad6,D007,True,DERMNET_KAGGLE_43a0ff53591e767bfc38,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_43a0ff53591e767bfc38,,False,False,2,True,True,False,True
DUPLICATE_6bf668de7702399432e9,perceptual,FITZPATRICK17K_C_bf74c80811a674d498e6fc30eada833c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_bf74c80811a674d498e6fc30eada833c,D004,True,DERMNET_KAGGLE_50bac265e60098db0f13,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_50bac265e60098db0f13,,False,False,2,True,True,False,True
DUPLICATE_52c1fdacd8efe09d913a,perceptual,FITZPATRICK17K_C_4adb2fa80fc1b77fdf523e07c395084f,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_4adb2fa80fc1b77fdf523e07c395084f,D007,True,DERMNET_KAGGLE_f5326205be739ef3d6ab,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f5326205be739ef3d6ab,,False,False,0,True,True,False,True
DUPLICATE_32b4744e22b9fda3e0ca,perceptual,FITZPATRICK17K_C_493b84bf949c2556d88e1fd06f631115,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_493b84bf949c2556d88e1fd06f631115,D014,True,DERMNET_KAGGLE_8b05dd8322be449ed0ac,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8b05dd8322be449ed0ac,,False,False,2,True,True,False,True
DUPLICATE_adb7d3b2a6ffc27f16c8,perceptual,FITZPATRICK17K_C_a07a3199c7f6e3cd641f3f0f6a3b7828,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_a07a3199c7f6e3cd641f3f0f6a3b7828,D014,True,DERMNET_KAGGLE_faa53dea5a55315dc027,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_faa53dea5a55315dc027,,False,False,0,True,True,False,True
DUPLICATE_bbb0fd9886f0ecda9bf6,perceptual,FITZPATRICK17K_C_a3636876ca1f018346d94d051e304188,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_a3636876ca1f018346d94d051e304188,D009,True,DERMNET_KAGGLE_08986fbc9f92528cda77,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_08986fbc9f92528cda77,,False,False,2,True,True,False,True
DUPLICATE_f7215d3bb00c3fabecd7,perceptual,FITZPATRICK17K_C_f4ab8ea2f8cedb74f7920f001968e89d,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f4ab8ea2f8cedb74f7920f001968e89d,D003,True,DERMNET_KAGGLE_32d828bb76c7ba347a52,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_32d828bb76c7ba347a52,,False,False,2,True,True,False,True
DUPLICATE_7b04484b27d5bca5dfa0,perceptual,FITZPATRICK17K_C_9f2db59667d6a3b4196db23d691d67b7,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_9f2db59667d6a3b4196db23d691d67b7,,False,DERMNET_KAGGLE_30a0b182bd2865278a89,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_30a0b182bd2865278a89,,False,False,0,True,True,False,True
DUPLICATE_3a37f7a4719042a20e07,perceptual,FITZPATRICK17K_C_c011e6a013275b66d23a67658447d500,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_c011e6a013275b66d23a67658447d500,,False,DERMNET_KAGGLE_05d1825d2c831a68913e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_05d1825d2c831a68913e,,False,False,0,True,True,False,True
DUPLICATE_ff8e49d14034cd557252,perceptual,FITZPATRICK17K_C_547c59d8dec50f804c7949ed8bb2250e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_547c59d8dec50f804c7949ed8bb2250e,,False,DERMNET_KAGGLE_e44f34e1ec42ac38f912,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e44f34e1ec42ac38f912,,False,False,2,True,True,False,True
DUPLICATE_9db17f0eebcfa4046a4f,perceptual,FITZPATRICK17K_C_d8e7448c86f349f0b31e5ec9bfc8a15e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_d8e7448c86f349f0b31e5ec9bfc8a15e,,False,DERMNET_KAGGLE_ac0cb8e7106314ae00c8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ac0cb8e7106314ae00c8,,False,False,2,True,True,False,True
DUPLICATE_a4c32ca610d29f29475f,perceptual,FITZPATRICK17K_C_c260174b38cb992756610edb4afd1367,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_c260174b38cb992756610edb4afd1367,D012,True,DERMNET_KAGGLE_366addf100831fccffae,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_366addf100831fccffae,,False,False,0,True,True,False,True
DUPLICATE_72c9ba4e1e7847723903,perceptual,FITZPATRICK17K_C_ac23add13e10f83f2340ed98f12d6f8e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_ac23add13e10f83f2340ed98f12d6f8e,,False,DERMNET_KAGGLE_0ad844f9d6cdf090e5fb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_0ad844f9d6cdf090e5fb,,False,False,2,True,True,False,True
DUPLICATE_bbd25b56cbb4f34f9a56,perceptual,FITZPATRICK17K_C_f163e9298eb69e5cc6c9e8af212b63ce,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f163e9298eb69e5cc6c9e8af212b63ce,D014,True,DERMNET_KAGGLE_90bd6deb87fc3ef2cbd4,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_90bd6deb87fc3ef2cbd4,,False,False,2,True,True,False,True
DUPLICATE_bbd25b56cbb4f34f9a56,perceptual,FITZPATRICK17K_C_f163e9298eb69e5cc6c9e8af212b63ce,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f163e9298eb69e5cc6c9e8af212b63ce,D014,True,DERMNET_KAGGLE_23fed544b706b88bf377,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_23fed544b706b88bf377,,False,False,2,True,True,False,True
DUPLICATE_2ca7af31631a1a501647,perceptual,FITZPATRICK17K_C_5a138952d0d9258bb0612a2e6ff5c36d,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_5a138952d0d9258bb0612a2e6ff5c36d,D016,True,DERMNET_KAGGLE_b75e49928e169e28c31d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b75e49928e169e28c31d,,False,False,0,True,True,False,True
DUPLICATE_35be5cf595712829049d,perceptual,FITZPATRICK17K_C_1a440e59ff14cf1461796f7b3b58844b,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_1a440e59ff14cf1461796f7b3b58844b,D004,True,DERMNET_KAGGLE_64aa0dda3639e8a0ba42,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_64aa0dda3639e8a0ba42,,False,False,4,True,True,False,True
DUPLICATE_35be5cf595712829049d,perceptual,FITZPATRICK17K_C_1a440e59ff14cf1461796f7b3b58844b,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_1a440e59ff14cf1461796f7b3b58844b,D004,True,DERMNET_KAGGLE_ac479934b726b434bf63,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ac479934b726b434bf63,,False,False,4,True,True,False,True
DUPLICATE_f1ced630fe9ec14a34ce,perceptual,FITZPATRICK17K_C_f4e66cea3abfbdb2dffafa3b21042ef6,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f4e66cea3abfbdb2dffafa3b21042ef6,,False,DERMNET_KAGGLE_2f3b2f74cc0c479a6fe8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2f3b2f74cc0c479a6fe8,,False,False,0,True,True,False,True
DUPLICATE_b530beee73b6a102201f,perceptual,FITZPATRICK17K_C_c1258aff25664dbc092d545eeb82c3b8,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_c1258aff25664dbc092d545eeb82c3b8,D009,True,DERMNET_KAGGLE_e552490ff8215d6233a1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e552490ff8215d6233a1,,False,False,0,True,True,False,True
DUPLICATE_75fd1a3f3c313dc61bbb,perceptual,FITZPATRICK17K_C_9b3edb045b76539b8920cf4b558a9bb0,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_9b3edb045b76539b8920cf4b558a9bb0,,False,DERMNET_KAGGLE_470ae4f58d27ab6e69c7,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_470ae4f58d27ab6e69c7,,False,False,0,True,True,False,True
DUPLICATE_468dcdb62ca69d62bf92,perceptual,FITZPATRICK17K_C_115df57e106f60faca25dcfe1df5493c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_115df57e106f60faca25dcfe1df5493c,,False,DERMNET_KAGGLE_b358750ba26d8c17324d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b358750ba26d8c17324d,,False,False,0,True,True,False,True
DUPLICATE_468dcdb62ca69d62bf92,perceptual,FITZPATRICK17K_C_115df57e106f60faca25dcfe1df5493c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_115df57e106f60faca25dcfe1df5493c,,False,DERMNET_KAGGLE_95a47215421dd2faacc8,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_95a47215421dd2faacc8,,False,False,0,True,True,False,True
DUPLICATE_c5056d6edd484266f7e6,perceptual,FITZPATRICK17K_C_2bd32bc601fef0bab5136d246ac35d5c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_2bd32bc601fef0bab5136d246ac35d5c,,False,DERMNET_KAGGLE_a895ccb32338161e279f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a895ccb32338161e279f,,False,False,0,True,True,False,True
DUPLICATE_7bcc1961582711f71ec9,perceptual,FITZPATRICK17K_C_1e6506ff6a31d4763e689edd96d2cc5b,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_1e6506ff6a31d4763e689edd96d2cc5b,,False,DERMNET_KAGGLE_a0bebdc0ea1bd9a231ce,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a0bebdc0ea1bd9a231ce,,False,False,0,True,True,False,True
DUPLICATE_53b7e80393b1b62c164e,perceptual,FITZPATRICK17K_C_5efd858d93b9671fedbc8c8f13849e2a,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_5efd858d93b9671fedbc8c8f13849e2a,D009,True,DERMNET_KAGGLE_c412126bd4bf0208840d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_c412126bd4bf0208840d,,False,False,0,True,True,False,True
DUPLICATE_98e8e6bac8b6a5cf268f,perceptual,FITZPATRICK17K_C_78c42deb84b93e5f0e633d88a3f37333,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_78c42deb84b93e5f0e633d88a3f37333,D007,True,DERMNET_KAGGLE_f3eaa45f492500e0a38f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_f3eaa45f492500e0a38f,,False,False,4,True,True,False,True
DUPLICATE_91c91ea418eb5114916c,perceptual,FITZPATRICK17K_C_fd356daecf2740e664f15b74711d0c4c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_fd356daecf2740e664f15b74711d0c4c,D005,True,DERMNET_KAGGLE_1792b88020c37a89649d,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1792b88020c37a89649d,,False,False,0,True,True,False,True
DUPLICATE_91c91ea418eb5114916c,perceptual,FITZPATRICK17K_C_fd356daecf2740e664f15b74711d0c4c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_fd356daecf2740e664f15b74711d0c4c,D005,True,DERMNET_KAGGLE_dea6172c7d74dfa36aaa,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_dea6172c7d74dfa36aaa,,False,False,0,True,True,False,True
DUPLICATE_218dd180d096e7a20a1b,perceptual,FITZPATRICK17K_C_f2d32747c4635d15749c3337bf30d86f,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f2d32747c4635d15749c3337bf30d86f,,False,DERMNET_KAGGLE_9c2f5a3f449c7dbf4fae,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9c2f5a3f449c7dbf4fae,,False,False,2,True,True,False,True
DUPLICATE_ff60d22339b86022964e,perceptual,FITZPATRICK17K_C_b948de5c44630036634c0e5b02584643,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_b948de5c44630036634c0e5b02584643,,False,DERMNET_KAGGLE_1b6ed2361742427a82d5,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_1b6ed2361742427a82d5,,False,False,0,True,True,False,True
DUPLICATE_44b36eee82d0ab3bf6da,perceptual,FITZPATRICK17K_C_bc6205466d4d5b870a8a7da5402485cd,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_bc6205466d4d5b870a8a7da5402485cd,,False,DERMNET_KAGGLE_bbad78119f65c72c254e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bbad78119f65c72c254e,,False,False,2,True,True,False,True
DUPLICATE_abb5922ae9bff686d6b4,perceptual,FITZPATRICK17K_C_9a97d551b556e3381c02546dff69f777,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_9a97d551b556e3381c02546dff69f777,,False,DERMNET_KAGGLE_e28818f40870da3e820a,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e28818f40870da3e820a,,False,False,0,True,True,False,True
DUPLICATE_39b50ab1845cb11f9794,perceptual,FITZPATRICK17K_C_4bd05cc1fd2c4e6a6bcddbbde97c7f98,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_4bd05cc1fd2c4e6a6bcddbbde97c7f98,D014,True,DERMNET_KAGGLE_21b4e44307d813fd6d2b,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_21b4e44307d813fd6d2b,,False,False,0,True,True,False,True
DUPLICATE_a960f98cdd444e5503e9,perceptual,FITZPATRICK17K_C_8c2012b040cd3002296fb71f345262cb,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_8c2012b040cd3002296fb71f345262cb,D005,True,DERMNET_KAGGLE_8dd14a083e21b71cbfde,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8dd14a083e21b71cbfde,,False,False,0,True,True,False,True
DUPLICATE_8c36ead27d0769d3cf33,perceptual,FITZPATRICK17K_C_e8532b51b0ca1fbd24c9ce4f15cab50c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_e8532b51b0ca1fbd24c9ce4f15cab50c,,False,DERMNET_KAGGLE_9ba3aca1ee9939d1a779,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_9ba3aca1ee9939d1a779,,False,False,4,True,True,False,True
DUPLICATE_bf50a4a2b343906ab466,perceptual,FITZPATRICK17K_C_52d835b978fbd6bcaac3bdae1956b54e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_52d835b978fbd6bcaac3bdae1956b54e,,False,DERMNET_KAGGLE_749142200ca2bfb25633,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_749142200ca2bfb25633,,False,False,0,True,True,False,True
DUPLICATE_bf50a4a2b343906ab466,perceptual,FITZPATRICK17K_C_52d835b978fbd6bcaac3bdae1956b54e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_52d835b978fbd6bcaac3bdae1956b54e,,False,DERMNET_KAGGLE_a8b5ff25881088a0eee0,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_a8b5ff25881088a0eee0,,False,False,0,True,True,False,True
DUPLICATE_0e92e9eaaef852490bff,perceptual,FITZPATRICK17K_C_f54ce8428abecb237b5b9e127ca5f880,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f54ce8428abecb237b5b9e127ca5f880,,False,DERMNET_KAGGLE_3cff3cb574b0a37d3c1e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3cff3cb574b0a37d3c1e,,False,False,2,True,True,False,True
DUPLICATE_0cfe85560194c1b7df83,perceptual,FITZPATRICK17K_C_ef4f1ca88203040e47389f10e59a3228,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_ef4f1ca88203040e47389f10e59a3228,D005,True,DERMNET_KAGGLE_76190a137753f2452beb,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_76190a137753f2452beb,,False,False,2,True,True,False,True
DUPLICATE_2b7c682cb7a319a85e32,perceptual,FITZPATRICK17K_C_ec694ca83a387d9dcadfe141e04a238e,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_ec694ca83a387d9dcadfe141e04a238e,,False,DERMNET_KAGGLE_143eca337779daa19548,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_143eca337779daa19548,,False,False,0,True,True,False,True
DUPLICATE_3ae0d0616aca6dd3daa8,perceptual,FITZPATRICK17K_C_06e752d8fe7b1970771d1dab779fa01c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_06e752d8fe7b1970771d1dab779fa01c,D009,True,DERMNET_KAGGLE_2a6ce13dc2b7630e57a6,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2a6ce13dc2b7630e57a6,,False,False,2,True,True,False,True
DUPLICATE_f06d96870fab41e0a43a,perceptual,FITZPATRICK17K_C_6033f9750938418e4d2323c5a107a0ac,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_6033f9750938418e4d2323c5a107a0ac,,False,DERMNET_KAGGLE_5d91ad726d3a700c19ea,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_5d91ad726d3a700c19ea,,False,False,0,True,True,False,True
DUPLICATE_0228e0411462c653f2b6,perceptual,FITZPATRICK17K_C_128380bf64d4751795fd636ea1a2422c,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_128380bf64d4751795fd636ea1a2422c,,False,DERMNET_KAGGLE_b84cf49fe00fc5f78c64,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_b84cf49fe00fc5f78c64,,False,False,4,True,True,False,True
DUPLICATE_7e3e83c5652ee8aefe55,perceptual,FITZPATRICK17K_C_c2c7aed88ac1e56883b47538586e23e9,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_c2c7aed88ac1e56883b47538586e23e9,D011,True,DERMNET_KAGGLE_2555abd9c4c729485acf,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2555abd9c4c729485acf,,False,False,4,True,True,False,True
DUPLICATE_9b516cf3ab3295f92531,perceptual,FITZPATRICK17K_C_20ef96d5a646c7a9ac221f2e378978fa,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_20ef96d5a646c7a9ac221f2e378978fa,,False,DERMNET_KAGGLE_3d89c6bef4ab4e0abd39,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_3d89c6bef4ab4e0abd39,,False,False,0,True,True,False,True
DUPLICATE_9b516cf3ab3295f92531,perceptual,FITZPATRICK17K_C_20ef96d5a646c7a9ac221f2e378978fa,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_20ef96d5a646c7a9ac221f2e378978fa,,False,DERMNET_KAGGLE_96478aedff3f20e13044,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_96478aedff3f20e13044,,False,False,0,True,True,False,True
DUPLICATE_9b516cf3ab3295f92531,perceptual,FITZPATRICK17K_C_20ef96d5a646c7a9ac221f2e378978fa,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_20ef96d5a646c7a9ac221f2e378978fa,,False,DERMNET_KAGGLE_2b31411605294914af61,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_2b31411605294914af61,,False,False,0,True,True,False,True
DUPLICATE_4178f77c1cdf2722636b,perceptual,FITZPATRICK17K_C_7d0afc8f76c352f1d55559c7f80b24f6,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_7d0afc8f76c352f1d55559c7f80b24f6,D011,True,DERMNET_KAGGLE_6ec2b0af919c9750bac3,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6ec2b0af919c9750bac3,,False,False,0,True,True,False,True
DUPLICATE_a188797fb9965c3d8df5,perceptual,FITZPATRICK17K_C_dbb854f5cf3cc3ebf4912e860da2efc7,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_dbb854f5cf3cc3ebf4912e860da2efc7,D004,True,DERMNET_KAGGLE_21ab56568ff8daa67e2f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_21ab56568ff8daa67e2f,,False,False,0,True,True,False,True
DUPLICATE_13eb40a490f492f33ddf,perceptual,FITZPATRICK17K_C_11bad1ca50668e9a7d6aee6b69d3bc47,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_11bad1ca50668e9a7d6aee6b69d3bc47,,False,DERMNET_KAGGLE_7371f4d928095927f394,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7371f4d928095927f394,,False,False,0,True,True,False,True
DUPLICATE_10929d9f145de5327464,perceptual,FITZPATRICK17K_C_33068b46548282d53e5fee2f15792728,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_33068b46548282d53e5fee2f15792728,,False,DERMNET_KAGGLE_ce4afb4d4ba4c2355bc9,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_ce4afb4d4ba4c2355bc9,,False,False,0,True,True,False,True
DUPLICATE_c193b4ae5828de1275eb,perceptual,FITZPATRICK17K_C_3512fe7160fc42a81f834a63b6508f81,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_3512fe7160fc42a81f834a63b6508f81,D016,True,DERMNET_KAGGLE_6294694ecc88b5d14925,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_6294694ecc88b5d14925,,False,False,2,True,True,False,True
DUPLICATE_578c1ebe3cbbc53ea462,perceptual,FITZPATRICK17K_C_b5037560023c227107f860cf6472d244,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_b5037560023c227107f860cf6472d244,,False,DERMNET_KAGGLE_8cc6b2a700f7601a2ab2,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8cc6b2a700f7601a2ab2,,False,False,0,True,True,False,True
DUPLICATE_bbeaae23d1b175482281,perceptual,FITZPATRICK17K_C_d42a9167697f7c1f6486a799fb863f17,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_d42a9167697f7c1f6486a799fb863f17,D004,True,DERMNET_KAGGLE_45eb4df93b120a59ce14,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_45eb4df93b120a59ce14,,False,False,0,True,True,False,True
DUPLICATE_f2c77b30bffc5cf0437e,perceptual,FITZPATRICK17K_C_468b8516ba9a498845ce759b91ff10c4,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_468b8516ba9a498845ce759b91ff10c4,D003,True,DERMNET_KAGGLE_e2706f4fa995f97bb095,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_e2706f4fa995f97bb095,,False,False,0,True,True,False,True
DUPLICATE_65b98d140efd48f0c479,perceptual,FITZPATRICK17K_C_b3d3a0893e044e634020e58ee42df4d2,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_b3d3a0893e044e634020e58ee42df4d2,,False,DERMNET_KAGGLE_8f2be70b70c308c4c228,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_8f2be70b70c308c4c228,,False,False,0,True,True,False,True
DUPLICATE_b6bb21b3380da9e6e822,perceptual,FITZPATRICK17K_C_a1923f6d4ca2a6b1891839ab56ed643d,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_a1923f6d4ca2a6b1891839ab56ed643d,,False,DERMNET_KAGGLE_52750a0cd00e61913c8e,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_52750a0cd00e61913c8e,,False,False,0,True,True,False,True
DUPLICATE_cb4f4399681580fa1853,perceptual,FITZPATRICK17K_C_94d55bd2f59807720ed675dfd24cf9a3,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_94d55bd2f59807720ed675dfd24cf9a3,,False,DERMNET_KAGGLE_7ee36635e6fff8601f99,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_7ee36635e6fff8601f99,,False,False,0,True,True,False,True
DUPLICATE_1c07ff1ef5e76be28bd7,perceptual,FITZPATRICK17K_C_468fedaf0c0f9897f1d7a24c458572b2,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_468fedaf0c0f9897f1d7a24c458572b2,,False,DERMNET_KAGGLE_d92e1b74cf697a4d791f,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_d92e1b74cf697a4d791f,,False,False,0,True,True,False,True
DUPLICATE_b7311068e471692cac3b,perceptual,FITZPATRICK17K_C_21e691f1030dc8f08e60655e9747ba47,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_21e691f1030dc8f08e60655e9747ba47,,False,DERMNET_KAGGLE_fc8ad6a2cea5b4968de1,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_fc8ad6a2cea5b4968de1,,False,False,2,True,True,False,True
DUPLICATE_08c40835775b8f6ccb6d,perceptual,FITZPATRICK17K_C_9825636bbcd1662b43fda915077b2db0,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_9825636bbcd1662b43fda915077b2db0,,False,DERMNET_KAGGLE_bd5a33c6db73c63ce372,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_bd5a33c6db73c63ce372,,False,False,0,True,True,False,True
DUPLICATE_b7b7d77de64fdc9d5ee7,perceptual,FITZPATRICK17K_C_f982e3a021d32080dbdba93f91fedc8b,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_f982e3a021d32080dbdba93f91fedc8b,D003,True,DERMNET_KAGGLE_39f98dbe756644322f85,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_39f98dbe756644322f85,,False,False,4,True,True,False,True
DUPLICATE_56591118b8176785c0ce,perceptual,FITZPATRICK17K_C_ea4135d3a66066d80b3750356b4469e5,fitzpatrick17k_c,FITZPATRICK17K_C_IMAGE_ea4135d3a66066d80b3750356b4469e5,,False,DERMNET_KAGGLE_dcf16bc85f46b79dbf53,dermnet_kaggle,DERMNET_KAGGLE_IMAGE_dcf16bc85f46b79dbf53,,False,False,2,True,True,False,True
