canonical_source_label,benchmark_disease_id,mapping_status,dataset_id,primary_group_count,primary_image_count,any_reference_group_count,any_reference_image_count,source_label_count
tinea_pedis,,out_of_benchmark_scope,all_sources,1,1,1,1,1
tmep_telangiectasia_macularis_eruptiva_perstans,,out_of_benchmark_scope,all_sources,1,1,1,1,1
traction_alopecia,,out_of_benchmark_scope,all_sources,1,2,1,2,1
traumatic_blister,,out_of_benchmark_scope,all_sources,1,1,2,4,1
traumatic_ulcer,,out_of_benchmark_scope,all_sources,1,1,2,4,1
unilateral_laterothoracic_exanthem,,out_of_benchmark_scope,all_sources,1,1,1,1,1
varicose_vein,,out_of_benchmark_scope,all_sources,1,3,1,3,1
varicose_veins_of_lower_extremity,,out_of_benchmark_scope,all_sources,1,1,1,1,1
vasculitis_of_the_skin,,out_of_benchmark_scope,all_sources,1,1,10,24,1
verruciform_xanthoma,,out_of_benchmark_scope,all_sources,1,1,1,1,1
wart,,out_of_benchmark_scope,all_sources,1,1,1,1,1
wound_abrasion,,out_of_benchmark_scope,all_sources,1,3,1,3,1
abrasion_and_or_friction_burn_of_lower_limb_without_infection,,out_of_benchmark_scope,all_sources,0,0,1,1,1
abrasion_of_wrist,,out_of_benchmark_scope,all_sources,0,0,2,5,1
acneiform_eruption,,out_of_benchmark_scope,all_sources,0,0,1,1,1
acquired_poikiloderma,,out_of_benchmark_scope,all_sources,0,0,1,3,1
acral_erythema,,out_of_benchmark_scope,all_sources,0,0,1,2,1
acral_persistent_papular_mucinosis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
acute_generalised_exanthematous_pustulosis,,out_of_benchmark_scope,all_sources,0,0,3,7,1
acute_ulcer_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
anetoderma,,out_of_benchmark_scope,all_sources,0,0,1,2,1
angiokeratoma_of_skin,,out_of_benchmark_scope,all_sources,0,0,3,5,1
angiosarcoma_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,1,1
atrophic_glossitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
atypical_nevus,,out_of_benchmark_scope,all_sources,0,0,5,9,1
autoimmune_diseases_affecting_skin,,out_of_benchmark_scope,all_sources,0,0,2,4,1
bacterial_pyoderma,,out_of_benchmark_scope,all_sources,0,0,1,3,1
benign_cutaneous_vascular_tumor,,out_of_benchmark_scope,all_sources,0,0,2,5,1
benign_tumor_of_dermis,,out_of_benchmark_scope,all_sources,0,0,1,2,1
blood_blister,,out_of_benchmark_scope,all_sources,0,0,1,2,1
bullosis_diabeticorum,,out_of_benchmark_scope,all_sources,0,0,1,3,1
bullous_dermatitis,,out_of_benchmark_scope,all_sources,0,0,3,5,1
bullous_dermatitis_nos,,out_of_benchmark_scope,all_sources,0,0,2,4,1
bullous_dermatosis,,out_of_benchmark_scope,all_sources,0,0,2,5,1
burn_erythema_of_abdominal_wall,,out_of_benchmark_scope,all_sources,0,0,1,3,1
burn_erythema_of_back_of_hand,,out_of_benchmark_scope,all_sources,0,0,3,9,1
burn_erythema_of_lower_leg,,out_of_benchmark_scope,all_sources,0,0,2,6,1
burn_erythema_of_neck,,out_of_benchmark_scope,all_sources,0,0,1,3,1
calciphylaxis_cutis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
candida_infection_of_flexural_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
candidal_intertrigo,,out_of_benchmark_scope,all_sources,0,0,6,15,1
cat_scratch_disease,,out_of_benchmark_scope,all_sources,0,0,1,3,1
cat_scratch_injury,,out_of_benchmark_scope,all_sources,0,0,1,3,1
cellulitis_of_hand_excluding_finger,,out_of_benchmark_scope,all_sources,0,0,1,2,1
chemical_leukoderma,,out_of_benchmark_scope,all_sources,0,0,2,4,1
chronic_dermatitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
chronic_ulcer_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
clinical_neurofibromatosis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
collagenoma,,out_of_benchmark_scope,all_sources,0,0,1,2,1
comedone,,out_of_benchmark_scope,all_sources,0,0,2,3,1
contact_burn_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,1,1
crohn_disease_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
crusted_eczematous_dermatitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
cutaneous_leishmaniasis,,out_of_benchmark_scope,all_sources,0,0,3,7,1
cutaneous_lyme_disease,,out_of_benchmark_scope,all_sources,0,0,3,8,1
cutaneous_polyarteritis_nodosa,,out_of_benchmark_scope,all_sources,0,0,1,1,1
darier_s_disease,,out_of_benchmark_scope,all_sources,0,0,2,6,1
deep_vein_thrombosis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
dehiscence,,out_of_benchmark_scope,all_sources,0,0,1,3,1
dermatofibrosarcoma_protuberans,,out_of_benchmark_scope,all_sources,0,0,1,2,1
dermatosis_caused_by_lice,,out_of_benchmark_scope,all_sources,0,0,1,2,1
dermatosis_due_to_flea,,out_of_benchmark_scope,all_sources,0,0,2,6,1
digital_myxoid_cyst,,out_of_benchmark_scope,all_sources,0,0,1,3,1
discrete_papular_lichen_myxedematosus,,out_of_benchmark_scope,all_sources,0,0,1,2,1
drug_induced_abnormal_pigmentation_of_skin,,out_of_benchmark_scope,all_sources,0,0,2,4,1
drug_induced_pellagra,,out_of_benchmark_scope,all_sources,0,0,1,2,1
drug_induced_photosensitivity,,out_of_benchmark_scope,all_sources,0,0,1,1,1
erysipelas,,out_of_benchmark_scope,all_sources,0,0,1,3,1
erythema_annulare_centrifugum,,out_of_benchmark_scope,all_sources,0,0,13,35,1
erythema_marginatum,,out_of_benchmark_scope,all_sources,0,0,1,1,1
erythema_marginatum_in_acute_rheumatic_fever,,out_of_benchmark_scope,all_sources,0,0,1,3,1
flagellate_erythema,,out_of_benchmark_scope,all_sources,0,0,4,11,1
flushing,,out_of_benchmark_scope,all_sources,0,0,2,4,1
folliculitis_decalvans,,out_of_benchmark_scope,all_sources,0,0,1,3,1
foreign_body,,out_of_benchmark_scope,all_sources,0,0,2,6,1
frontal_fibrosing_alopecia,,out_of_benchmark_scope,all_sources,0,0,1,2,1
furuncle,,out_of_benchmark_scope,all_sources,0,0,1,1,1
gouty_tophi,,out_of_benchmark_scope,all_sources,0,0,1,3,1
granular_parakeratosis,,out_of_benchmark_scope,all_sources,0,0,1,1,1
granuloma_faciale,,out_of_benchmark_scope,all_sources,0,0,5,11,1
granulomatous_disorder_of_the_skin_and_subcutaneous_tissue,,out_of_benchmark_scope,all_sources,0,0,4,8,1
hemosiderin_pigmentation_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,1,1
hyperkeratosis_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,1,1
hyperpigmentation_disorder,,out_of_benchmark_scope,all_sources,0,0,1,3,1
ichthyosiform_dermatosis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
infection_of_tick_bite,,out_of_benchmark_scope,all_sources,0,0,1,3,1
infection_of_toe_web,,out_of_benchmark_scope,all_sources,0,0,1,1,1
infestation_caused_by_sarcoptes_scabiei_var_bovis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
ingrown_hair,,out_of_benchmark_scope,all_sources,0,0,2,4,1
injection_site_disorder,,out_of_benchmark_scope,all_sources,0,0,1,3,1
itchy_skin_eruption,,out_of_benchmark_scope,all_sources,0,0,1,3,1
lentigo,,out_of_benchmark_scope,all_sources,0,0,3,7,1
leprosy,,out_of_benchmark_scope,all_sources,0,0,1,2,1
linear_iga_disease,,out_of_benchmark_scope,all_sources,0,0,3,6,1
livedoid_vasculopathy,,out_of_benchmark_scope,all_sources,0,0,4,9,1
localised_skin_eruption_due_to_drugs_and_medicaments,,out_of_benchmark_scope,all_sources,0,0,1,3,1
localised_skin_infection,,out_of_benchmark_scope,all_sources,0,0,2,6,1
localized_cutaneous_vasculitis,,out_of_benchmark_scope,all_sources,0,0,3,4,1
lymphocutaneous_sporotrichosis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
lymphomatoid_papulosis,,out_of_benchmark_scope,all_sources,0,0,3,9,1
majocchi_s_granuloma,,out_of_benchmark_scope,all_sources,0,0,1,1,1
mastocytoma,,out_of_benchmark_scope,all_sources,0,0,1,3,1
mixed_diabetic_ulcer_foot,,out_of_benchmark_scope,all_sources,0,0,1,3,1
muehrcke_lines,,out_of_benchmark_scope,all_sources,0,0,1,1,1
mycetoma,,out_of_benchmark_scope,all_sources,0,0,2,6,1
nail_dystrophy_due_to_trauma,,out_of_benchmark_scope,all_sources,0,0,3,8,1
nail_pitting,,out_of_benchmark_scope,all_sources,0,0,1,2,1
neoplasm_of_uncertain_behavior_of_skin_of_arm,,out_of_benchmark_scope,all_sources,0,0,1,3,1
nevus_anemicus,,out_of_benchmark_scope,all_sources,0,0,1,2,1
nodular_vasculitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
non_melanin_pigmentation_due_to_exogenous_substance_disorder,,out_of_benchmark_scope,all_sources,0,0,1,1,1
non_specific_panniculitis,,out_of_benchmark_scope,all_sources,0,0,1,1,1
o_e_purulent_pustules,,out_of_benchmark_scope,all_sources,0,0,1,3,1
o_e_skin_cyst_present,,out_of_benchmark_scope,all_sources,0,0,1,3,1
o_e_skin_fissure,,out_of_benchmark_scope,all_sources,0,0,1,1,1
ochronosis,,out_of_benchmark_scope,all_sources,0,0,1,1,1
ok_odontogenic_keratocyst,,out_of_benchmark_scope,all_sources,0,0,1,3,1
on_examination_hemorrhagic_bullae,,out_of_benchmark_scope,all_sources,0,0,1,3,1
pachyonychia_congenita,,out_of_benchmark_scope,all_sources,0,0,1,3,1
paget_disease,,out_of_benchmark_scope,all_sources,0,0,2,4,1
panniculitis,,out_of_benchmark_scope,all_sources,0,0,2,3,1
panniculitis_nos,,out_of_benchmark_scope,all_sources,0,0,1,3,1
panniculitis_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
papular_acrodermatitis_of_childhood,,out_of_benchmark_scope,all_sources,0,0,1,2,1
pemphigoid_gestationis,,out_of_benchmark_scope,all_sources,0,0,2,6,1
pemphigus,,out_of_benchmark_scope,all_sources,0,0,1,3,1
pemphigus_foliaceus,,out_of_benchmark_scope,all_sources,0,0,2,5,1
perifollicular_haemorrhage,,out_of_benchmark_scope,all_sources,0,0,1,3,1
perifolliculitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
perleche,,out_of_benchmark_scope,all_sources,0,0,1,3,1
post_sunburn_peeling_superficial_desquamation,,out_of_benchmark_scope,all_sources,0,0,1,3,1
pressure_ulcer_stage_2,,out_of_benchmark_scope,all_sources,0,0,1,2,1
pretibial_myxedema,,out_of_benchmark_scope,all_sources,0,0,4,12,1
primary_cutaneous_lymphoma,,out_of_benchmark_scope,all_sources,0,0,4,10,1
pruritic_dermatitis,,out_of_benchmark_scope,all_sources,0,0,1,2,1
pruritic_urticarial_papules_and_plaques_of_pregnancy,,out_of_benchmark_scope,all_sources,0,0,6,16,1
pseudolymphoma,,out_of_benchmark_scope,all_sources,0,0,5,15,1
psoriasiform_dermatitis,,out_of_benchmark_scope,all_sources,0,0,4,9,1
pxe_pseudoxanthoma_elasticum_like_syndrome,,out_of_benchmark_scope,all_sources,0,0,1,3,1
pyoderma_gangrenosum,,out_of_benchmark_scope,all_sources,0,0,3,7,1
resolving_dermatitis,,out_of_benchmark_scope,all_sources,0,0,1,2,1
rmsf_rocky_mountain_spotted_fever,,out_of_benchmark_scope,all_sources,0,0,3,4,1
rosai_dorfman_disease_i_know_rare_but_i_ve_seen_a_case_like_this_unilateral_rosacea_supported_bilateral_further_images,,out_of_benchmark_scope,all_sources,0,0,1,2,1
scurvy,,out_of_benchmark_scope,all_sources,0,0,1,3,1
secondary_impetiginization,,out_of_benchmark_scope,all_sources,0,0,2,6,1
skin_atrophy,,out_of_benchmark_scope,all_sources,0,0,1,1,1
skin_cancer,,out_of_benchmark_scope,all_sources,0,0,7,14,1
skin_hypopigmented,,out_of_benchmark_scope,all_sources,0,0,1,3,1
skin_striae,,out_of_benchmark_scope,all_sources,0,0,1,3,1
sle_systemic_lupus_erythematosus_related_syndrome,,out_of_benchmark_scope,all_sources,0,0,3,6,1
small_plaque_parapsoriasis,,out_of_benchmark_scope,all_sources,0,0,2,5,1
snake_bite_wound,,out_of_benchmark_scope,all_sources,0,0,1,3,1
sneddon_wilkinson_disease,,out_of_benchmark_scope,all_sources,0,0,1,3,1
superficial_frostbite,,out_of_benchmark_scope,all_sources,0,0,1,3,1
superficial_hemorrhage,,out_of_benchmark_scope,all_sources,0,0,1,3,1
tuberculosis_of_skin_and_subcutaneous_tissue,,out_of_benchmark_scope,all_sources,0,0,2,6,1
tufted_angioma_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
urticarial_vasculitis,,out_of_benchmark_scope,all_sources,0,0,1,3,1
vascular_nevus_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,1,1
vasculitis_of_the_skin_nos,,out_of_benchmark_scope,all_sources,0,0,1,3,1
viral_dermatological_disorders,,out_of_benchmark_scope,all_sources,0,0,1,3,1
viral_infection_of_skin,,out_of_benchmark_scope,all_sources,0,0,1,3,1
xanthoma,,out_of_benchmark_scope,all_sources,0,0,1,2,1
melanocytic_nevus,D002,benchmark_mapped,ddi,119,119,119,119,1
seborrheic_keratosis,D006,benchmark_mapped,ddi,72,72,72,72,2
verruca_vulgaris,,out_of_benchmark_scope,ddi,50,50,50,50,1
squamous_cell_carcinoma,D005,benchmark_mapped,ddi,45,45,45,45,2
basal_cell_carcinoma,D004,benchmark_mapped,ddi,41,41,41,41,1
epidermal_cyst,,out_of_benchmark_scope,ddi,35,35,35,35,1
mycosis_fungoides,,out_of_benchmark_scope,ddi,32,32,32,32,1
dermatofibroma,,out_of_benchmark_scope,ddi,22,22,22,22,1
acrochordon,,out_of_benchmark_scope,ddi,19,19,19,19,1
dysplastic_nevus,,out_of_benchmark_scope,ddi,16,16,16,16,1
pyogenic_granuloma,,out_of_benchmark_scope,ddi,14,14,14,14,1
melanoma,D001,benchmark_mapped,ddi,13,13,13,13,2
neurofibroma,,out_of_benchmark_scope,ddi,12,12,12,12,1
angioma,,out_of_benchmark_scope,ddi,11,11,11,11,1
eccrine_poroma,,out_of_benchmark_scope,ddi,10,10,10,10,1
squamous_cell_carcinoma_keratoacanthoma,,out_of_benchmark_scope,ddi,8,8,8,8,1
melanoma_acral_lentiginous,,out_of_benchmark_scope,ddi,7,7,7,7,1
basal_cell_carcinoma_nodular,,out_of_benchmark_scope,ddi,6,6,6,6,1
blue_nevus,,out_of_benchmark_scope,ddi,6,6,6,6,1
kaposi_sarcoma,,out_of_benchmark_scope,ddi,6,6,6,6,1
lipoma,,out_of_benchmark_scope,ddi,6,6,6,6,1
molluscum_contagiosum,,out_of_benchmark_scope,ddi,6,6,6,6,1
nevus_lipomatosus_superficialis,,out_of_benchmark_scope,ddi,6,6,6,6,1
inverted_follicular_keratosis,,out_of_benchmark_scope,ddi,5,5,5,5,1
metastatic_carcinoma,,out_of_benchmark_scope,ddi,5,5,5,5,1
prurigo_nodularis,D022,benchmark_mapped,ddi,5,5,5,5,1
actinic_keratosis,D007,benchmark_mapped,ddi,4,4,4,4,1
eczema_spongiotic_dermatitis,,out_of_benchmark_scope,ddi,4,4,4,4,1
solar_lentigo,,out_of_benchmark_scope,ddi,4,4,4,4,1
abrasions_ulcerations_and_physical_injuries,,out_of_benchmark_scope,ddi,3,3,3,3,1
arteriovenous_hemangioma,,out_of_benchmark_scope,ddi,3,3,3,3,1
benign_keratosis,,out_of_benchmark_scope,ddi,3,3,3,3,1
hyperpigmentation,,out_of_benchmark_scope,ddi,3,3,3,3,1
trichilemmoma,,out_of_benchmark_scope,ddi,3,3,3,3,1
acquired_digital_fibrokeratoma,,out_of_benchmark_scope,ddi,2,2,2,2,1
basal_cell_carcinoma_superficial,,out_of_benchmark_scope,ddi,2,2,2,2,1
condyloma_accuminatum,,out_of_benchmark_scope,ddi,2,2,2,2,1
fibrous_papule,,out_of_benchmark_scope,ddi,2,2,2,2,1
foreign_body_granuloma,,out_of_benchmark_scope,ddi,2,2,2,2,1
graft_vs_host_disease,,out_of_benchmark_scope,ddi,2,2,2,2,1
onychomycosis,,out_of_benchmark_scope,ddi,2,2,2,2,1
scar,,out_of_benchmark_scope,ddi,2,2,2,2,1
syringocystadenoma_papilliferum,,out_of_benchmark_scope,ddi,2,2,2,2,1
trichofolliculoma,,out_of_benchmark_scope,ddi,2,2,2,2,1
xanthogranuloma,,out_of_benchmark_scope,ddi,2,2,2,2,1
abscess,,out_of_benchmark_scope,ddi,1,1,1,1,1
acne_cystic,,out_of_benchmark_scope,ddi,1,1,1,1,1
acral_melanotic_macule,,out_of_benchmark_scope,ddi,1,1,1,1,1
angioleiomyoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
atypical_spindle_cell_nevus_of_reed,,out_of_benchmark_scope,ddi,1,1,1,1,1
blastic_plasmacytoid_dendritic_cell_neoplasm,,out_of_benchmark_scope,ddi,1,1,1,1,1
cellular_neurothekeoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
chondroid_syringoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
clear_cell_acanthoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
coccidioidomycosis,,out_of_benchmark_scope,ddi,1,1,1,1,1
dermatomyositis,,out_of_benchmark_scope,ddi,1,1,1,1,1
epidermal_nevus,,out_of_benchmark_scope,ddi,1,1,1,1,1
focal_acral_hyperkeratosis,,out_of_benchmark_scope,ddi,1,1,1,1,1
folliculitis,D016,benchmark_mapped,ddi,1,1,1,1,1
glomangioma,,out_of_benchmark_scope,ddi,1,1,1,1,1
hematoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
keloid,,out_of_benchmark_scope,ddi,1,1,1,1,1
leukemia_cutis,,out_of_benchmark_scope,ddi,1,1,1,1,1
lichenoid_keratosis,,out_of_benchmark_scope,ddi,1,1,1,1,1
lymphocytic_infiltrations,,out_of_benchmark_scope,ddi,1,1,1,1,1
morphea,,out_of_benchmark_scope,ddi,1,1,1,1,1
neuroma,,out_of_benchmark_scope,ddi,1,1,1,1,1
nodular_melanoma_nm,,out_of_benchmark_scope,ddi,1,1,1,1,1
pigmented_spindle_cell_nevus_of_reed,,out_of_benchmark_scope,ddi,1,1,1,1,1
reactive_lymphoid_hyperplasia,,out_of_benchmark_scope,ddi,1,1,1,1,1
sebaceous_carcinoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
subcutaneous_t_cell_lymphoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
tinea_pedis,,out_of_benchmark_scope,ddi,1,1,1,1,1
verruciform_xanthoma,,out_of_benchmark_scope,ddi,1,1,1,1,1
wart,,out_of_benchmark_scope,ddi,1,1,1,1,1
psoriasis_pictures_lichen_planus_and_related_diseases,,out_of_benchmark_scope,dermnet_kaggle,1757,1757,1757,1757,1
seborrheic_keratoses_and_other_benign_tumors,,out_of_benchmark_scope,dermnet_kaggle,1714,1714,1714,1714,1
tinea_ringworm_candidiasis_and_other_fungal_infections,,out_of_benchmark_scope,dermnet_kaggle,1625,1625,1625,1625,1
eczema_photos,,out_of_benchmark_scope,dermnet_kaggle,1544,1544,1544,1544,1
actinic_keratosis_basal_cell_carcinoma_and_other_malignant_lesions,,out_of_benchmark_scope,dermnet_kaggle,1437,1437,1437,1437,1
warts_molluscum_and_other_viral_infections,,out_of_benchmark_scope,dermnet_kaggle,1358,1358,1358,1358,1
nail_fungus_and_other_nail_disease,,out_of_benchmark_scope,dermnet_kaggle,1301,1301,1301,1301,1
acne_and_rosacea_photos,,out_of_benchmark_scope,dermnet_kaggle,1152,1152,1152,1152,1
systemic_disease,,out_of_benchmark_scope,dermnet_kaggle,758,758,758,758,1
light_diseases_and_disorders_of_pigmentation,,out_of_benchmark_scope,dermnet_kaggle,711,711,711,711,1
atopic_dermatitis_photos,,out_of_benchmark_scope,dermnet_kaggle,612,612,612,612,1
vascular_tumors,,out_of_benchmark_scope,dermnet_kaggle,603,603,603,603,1
melanoma_skin_cancer_nevi_and_moles,,out_of_benchmark_scope,dermnet_kaggle,579,579,579,579,1
bullous_disease_photos,,out_of_benchmark_scope,dermnet_kaggle,561,561,561,561,1
scabies_lyme_disease_and_other_infestations_and_bites,,out_of_benchmark_scope,dermnet_kaggle,539,539,539,539,1
lupus_and_other_connective_tissue_diseases,,out_of_benchmark_scope,dermnet_kaggle,525,525,525,525,1
vasculitis_photos,,out_of_benchmark_scope,dermnet_kaggle,521,521,521,521,1
herpes_hpv_and_other_stds_photos,,out_of_benchmark_scope,dermnet_kaggle,507,507,507,507,1
exanthems_and_drug_eruptions,,out_of_benchmark_scope,dermnet_kaggle,505,505,505,505,1
cellulitis_impetigo_and_other_bacterial_infections,,out_of_benchmark_scope,dermnet_kaggle,361,361,361,361,1
poison_ivy_photos_and_other_contact_dermatitis,,out_of_benchmark_scope,dermnet_kaggle,325,325,325,325,1
hair_loss_photos_alopecia_and_other_hair_diseases,,out_of_benchmark_scope,dermnet_kaggle,299,299,299,299,1
urticaria_hives,,out_of_benchmark_scope,dermnet_kaggle,265,265,265,265,1
psoriasis,D003,benchmark_mapped,fitzpatrick17k_c,534,534,534,534,1
acne_vulgaris,D011,benchmark_mapped,fitzpatrick17k_c,420,420,420,420,2
basal_cell_carcinoma,D004,benchmark_mapped,fitzpatrick17k_c,412,412,412,412,1
lichen_planus,,out_of_benchmark_scope,fitzpatrick17k_c,377,377,377,377,1
squamous_cell_carcinoma,D005,benchmark_mapped,fitzpatrick17k_c,372,372,372,372,1
contact_dermatitis,D009,benchmark_mapped,fitzpatrick17k_c,314,314,314,314,1
melanoma,D001,benchmark_mapped,fitzpatrick17k_c,266,266,266,266,2
lupus_erythematosus,,out_of_benchmark_scope,fitzpatrick17k_c,257,257,257,257,1
sarcoidosis,,out_of_benchmark_scope,fitzpatrick17k_c,257,257,257,257,1
scleroderma,,out_of_benchmark_scope,fitzpatrick17k_c,246,246,246,246,1
neutrophilic_dermatoses,,out_of_benchmark_scope,fitzpatrick17k_c,244,244,244,244,1
photodermatoses,,out_of_benchmark_scope,fitzpatrick17k_c,242,242,242,242,1
scabies,D018,benchmark_mapped,fitzpatrick17k_c,203,203,203,203,1
folliculitis,D016,benchmark_mapped,fitzpatrick17k_c,182,182,182,182,1
eczema,D014,benchmark_mapped,fitzpatrick17k_c,176,176,176,176,1
pityriasis_rubra_pilaris,,out_of_benchmark_scope,fitzpatrick17k_c,176,176,176,176,1
drug_eruption,D025,benchmark_mapped,fitzpatrick17k_c,157,157,157,157,1
erythema_multiforme,D024,benchmark_mapped,fitzpatrick17k_c,154,154,154,154,1
mycosis_fungoides,,out_of_benchmark_scope,fitzpatrick17k_c,143,143,143,143,1
actinic_keratosis,D007,benchmark_mapped,fitzpatrick17k_c,142,142,142,142,1
dermatomyositis,,out_of_benchmark_scope,fitzpatrick17k_c,135,135,135,135,1
urticaria,D017,benchmark_mapped,fitzpatrick17k_c,134,134,134,134,1
dariers_disease,,out_of_benchmark_scope,fitzpatrick17k_c,130,130,130,130,1
granuloma_annulare,D023,benchmark_mapped,fitzpatrick17k_c,130,130,130,130,1
pityriasis_rosea,D019,benchmark_mapped,fitzpatrick17k_c,123,123,123,123,1
nematode_infection,,out_of_benchmark_scope,fitzpatrick17k_c,113,113,113,113,1
seborrheic_dermatitis,D015,benchmark_mapped,fitzpatrick17k_c,113,113,113,113,1
vitiligo,D013,benchmark_mapped,fitzpatrick17k_c,113,113,113,113,1
neurofibromatosis,,out_of_benchmark_scope,fitzpatrick17k_c,109,109,109,109,1
juvenile_xanthogranuloma,,out_of_benchmark_scope,fitzpatrick17k_c,104,104,104,104,1
superficial_spreading_melanoma_ssm,,out_of_benchmark_scope,fitzpatrick17k_c,104,104,104,104,1
telangiectases,,out_of_benchmark_scope,fitzpatrick17k_c,100,100,100,100,1
kaposi_sarcoma,,out_of_benchmark_scope,fitzpatrick17k_c,98,98,98,98,1
pyogenic_granuloma,,out_of_benchmark_scope,fitzpatrick17k_c,95,95,95,95,1
porokeratosis_actinic,,out_of_benchmark_scope,fitzpatrick17k_c,93,93,93,93,1
urticaria_pigmentosa,,out_of_benchmark_scope,fitzpatrick17k_c,90,90,90,90,1
stevens_johnson_syndrome,,out_of_benchmark_scope,fitzpatrick17k_c,89,89,89,89,1
milia,,out_of_benchmark_scope,fitzpatrick17k_c,88,88,88,88,1
nevus_sebaceous_of_jadassohn,,out_of_benchmark_scope,fitzpatrick17k_c,88,88,88,88,1
porphyria,,out_of_benchmark_scope,fitzpatrick17k_c,87,87,87,87,1
fixed_eruptions,,out_of_benchmark_scope,fitzpatrick17k_c,85,85,85,85,1
keloid,,out_of_benchmark_scope,fitzpatrick17k_c,83,83,83,83,1
lyme_disease,,out_of_benchmark_scope,fitzpatrick17k_c,83,83,83,83,1
necrobiosis_lipoidica,,out_of_benchmark_scope,fitzpatrick17k_c,82,82,82,82,1
prurigo_nodularis,D022,benchmark_mapped,fitzpatrick17k_c,81,81,81,81,1
pilar_cyst,,out_of_benchmark_scope,fitzpatrick17k_c,80,80,80,80,1
lymphangioma,,out_of_benchmark_scope,fitzpatrick17k_c,79,79,79,79,1
rosacea,D012,benchmark_mapped,fitzpatrick17k_c,79,79,79,79,1
epidermal_nevus,,out_of_benchmark_scope,fitzpatrick17k_c,78,78,78,78,1
scleromyxedema,,out_of_benchmark_scope,fitzpatrick17k_c,76,76,76,76,1
lupus_subacute,,out_of_benchmark_scope,fitzpatrick17k_c,73,73,73,73,1
cheilitis,,out_of_benchmark_scope,fitzpatrick17k_c,71,71,71,71,1
halo_nevus,,out_of_benchmark_scope,fitzpatrick17k_c,69,69,69,69,1
acanthosis_nigricans,,out_of_benchmark_scope,fitzpatrick17k_c,66,66,66,66,1
dyshidrotic_eczema,,out_of_benchmark_scope,fitzpatrick17k_c,66,66,66,66,1
ehlers_danlos_syndrome,,out_of_benchmark_scope,fitzpatrick17k_c,66,66,66,66,1
syringoma,,out_of_benchmark_scope,fitzpatrick17k_c,66,66,66,66,1
lichen_simplex,,out_of_benchmark_scope,fitzpatrick17k_c,65,65,65,65,1
tuberous_sclerosis,,out_of_benchmark_scope,fitzpatrick17k_c,65,65,65,65,1
tungiasis,,out_of_benchmark_scope,fitzpatrick17k_c,65,65,65,65,1
incontinentia_pigmenti,,out_of_benchmark_scope,fitzpatrick17k_c,64,64,64,64,1
keratosis_pilaris,,out_of_benchmark_scope,fitzpatrick17k_c,64,64,64,64,1
epidermolysis_bullosa,,out_of_benchmark_scope,fitzpatrick17k_c,61,61,61,61,1
hailey_hailey_disease,,out_of_benchmark_scope,fitzpatrick17k_c,61,61,61,61,1
acquired_autoimmune_bullous_diseaseherpes_gestationis,,out_of_benchmark_scope,fitzpatrick17k_c,59,59,59,59,1
lentigo_maligna,,out_of_benchmark_scope,fitzpatrick17k_c,59,59,59,59,1
mucous_cyst,,out_of_benchmark_scope,fitzpatrick17k_c,58,58,58,58,1
dermatofibroma,,out_of_benchmark_scope,fitzpatrick17k_c,57,57,57,57,1
hidradenitis,,out_of_benchmark_scope,fitzpatrick17k_c,57,57,57,57,1
paronychia,,out_of_benchmark_scope,fitzpatrick17k_c,57,57,57,57,1
becker_nevus,,out_of_benchmark_scope,fitzpatrick17k_c,56,56,56,56,1
mucinosis,,out_of_benchmark_scope,fitzpatrick17k_c,55,55,55,55,1
papilomatosis_confluentes_and_reticulate,,out_of_benchmark_scope,fitzpatrick17k_c,55,55,55,55,1
stasis_edema,,out_of_benchmark_scope,fitzpatrick17k_c,55,55,55,55,1
sun_damaged_skin,,out_of_benchmark_scope,fitzpatrick17k_c,55,55,55,55,1
