review_priority,priority_reason,review_status,duplicate_group_id,match_evidence,sample_id_a,dataset_id_a,disease_id_a,sample_id_b,dataset_id_b,disease_id_b,perceptual_hamming_distance,cross_dataset,cross_source_group,label_agreement
3,cross_dataset_overlap,pending,DUPLICATE_bf50a4a2b343906ab466,perceptual,FITZPATRICK17K_C_52d835b978fbd6bcaac3bdae1956b54e,fitzpatrick17k_c,,DERMNET_KAGGLE_a8b5ff25881088a0eee0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_bf57bd213de2e53bc20e,perceptual,FITZPATRICK17K_C_4b58e120c1ae30eccbff95087c365455,fitzpatrick17k_c,,DERMNET_KAGGLE_06d31ca1df42571f5560,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_bf9c9f60849b92c8fc3d,perceptual,FITZPATRICK17K_C_f42865952609363d639208c41199bb46,fitzpatrick17k_c,,DERMNET_KAGGLE_61e5eeb7e053a1301627,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c0c376d00cbb05857722,perceptual,FITZPATRICK17K_C_f94b699ca9b6506149f86a59dc3e4ee6,fitzpatrick17k_c,,DERMNET_KAGGLE_82275c2747a905ef8122,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c1937c5fc7c59ecb19b8,perceptual,FITZPATRICK17K_C_47ed54c4b4875313cbd6734c3e23e5e9,fitzpatrick17k_c,,DERMNET_KAGGLE_1237eee973edec8abbfe,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c22d68a816ea5ff326d1,perceptual,FITZPATRICK17K_C_021be051ebe558ea89ee253538392a5a,fitzpatrick17k_c,,DERMNET_KAGGLE_53be577ad36a03b5ca46,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c2b0a0fcfd69ea692f63,perceptual,FITZPATRICK17K_C_3d338eb8aca3a2ecab9b6ba8fd381ec1,fitzpatrick17k_c,,DERMNET_KAGGLE_84a80ba8dec4032ed66f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c2d79cbc6bf3032085a4,perceptual,FITZPATRICK17K_C_4ef4e764a2ae0de2bd5d15affdf8cc20,fitzpatrick17k_c,D005,DERMNET_KAGGLE_5efea8a6fad348bb3f34,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c3665d479d132ab8ace5,perceptual,FITZPATRICK17K_C_cf29e2bb13454f7bfcc293b109eaa8af,fitzpatrick17k_c,,DERMNET_KAGGLE_203457713399134a1e40,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c40b1748656d19401a56,perceptual,FITZPATRICK17K_C_93997108c3ae3beacc108f8829dc2302,fitzpatrick17k_c,,DERMNET_KAGGLE_e1a3dd631a4217e90a8e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c5056d6edd484266f7e6,perceptual,FITZPATRICK17K_C_2bd32bc601fef0bab5136d246ac35d5c,fitzpatrick17k_c,,DERMNET_KAGGLE_a895ccb32338161e279f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c568172b2068abe19106,perceptual,FITZPATRICK17K_C_330f594ff345fbdd5b58ed187003b067,fitzpatrick17k_c,D007,DERMNET_KAGGLE_76bd662515d0d8d7b4db,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c5bb9e084bd557dbdbfc,perceptual,FITZPATRICK17K_C_80203c8b58176d8666b6500d6363a5d7,fitzpatrick17k_c,,DERMNET_KAGGLE_f99c031145bb260d0114,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c641d90166cd4cfe7316,perceptual,FITZPATRICK17K_C_f5530b19c11c6211cfda4e1ab9e4dd91,fitzpatrick17k_c,D016,DERMNET_KAGGLE_afcc1ddf922bf1ce6c7f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c7309bd0c4ba53e65044,perceptual,FITZPATRICK17K_C_1719e665fe04223a524612158b847648,fitzpatrick17k_c,,DERMNET_KAGGLE_710d5a03c220abb50f0e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_c7d010baa9cee7af412f,perceptual,FITZPATRICK17K_C_3de0635ac3219ca60961756723b86d53,fitzpatrick17k_c,D014,DERMNET_KAGGLE_836cc946987ee89f16fe,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ca972b0fb35d713dc095,perceptual,FITZPATRICK17K_C_9e2e66563a1d2224d4786854473228be,fitzpatrick17k_c,,DERMNET_KAGGLE_c902889292c42a3adc7e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ca972b0fb35d713dc095,perceptual,FITZPATRICK17K_C_9e2e66563a1d2224d4786854473228be,fitzpatrick17k_c,,DERMNET_KAGGLE_d676668a98250164ca19,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cab661bf63e5f2ea3f8b,perceptual,FITZPATRICK17K_C_9b038a697c4765357a6bacefa1096f68,fitzpatrick17k_c,D007,DERMNET_KAGGLE_ac797a1f189d19dceea6,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cb0cbff931eaa9bd2dfa,perceptual,FITZPATRICK17K_C_1369447b4f1be180b8c7971ba110d9e8,fitzpatrick17k_c,,DERMNET_KAGGLE_d34662489bd19afc09ec,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cb4f4399681580fa1853,perceptual,FITZPATRICK17K_C_94d55bd2f59807720ed675dfd24cf9a3,fitzpatrick17k_c,,DERMNET_KAGGLE_7ee36635e6fff8601f99,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cc82f60495525b64e118,perceptual,FITZPATRICK17K_C_844689188e8274be3856851e40b20735,fitzpatrick17k_c,,DERMNET_KAGGLE_03f66aad83acf066a837,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cc82f60495525b64e118,perceptual,FITZPATRICK17K_C_844689188e8274be3856851e40b20735,fitzpatrick17k_c,,DERMNET_KAGGLE_cf34231e8790c4e2c1d2,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cc846c7565570ecd808d,perceptual,FITZPATRICK17K_C_1317bc312a84b5aa8fc6b9b4a7c3318c,fitzpatrick17k_c,,DERMNET_KAGGLE_ba359a785df8949733e2,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cdcb278fa576da67afe2,perceptual,FITZPATRICK17K_C_1434d60a40572f05850b0420857bad31,fitzpatrick17k_c,,DERMNET_KAGGLE_3d420a43f0fecc7c9ff9,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cde60db774518035cb37,perceptual,FITZPATRICK17K_C_3befc60a8b079c071deba3386c7f3921,fitzpatrick17k_c,D016,DERMNET_KAGGLE_ad0169574461c6a8b518,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ce3cd19b34c3bc913ae1,perceptual,FITZPATRICK17K_C_31e6979966293854a7feec28eca58f6e,fitzpatrick17k_c,D014,DERMNET_KAGGLE_c99c9c564b337b2c13db,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_cfdb1704dff3ef1d63ce,perceptual,FITZPATRICK17K_C_1f8ce7c9eee7929c5f18fa64134f0551,fitzpatrick17k_c,D004,DERMNET_KAGGLE_cef16409acf4037d91fd,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d0f41f13e75d66470a07,perceptual,FITZPATRICK17K_C_213936e7901e7fa1bae80d3df0c4e4c7,fitzpatrick17k_c,D007,DERMNET_KAGGLE_9497b62427ec1bcd12ff,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d0f580b1db850f77b6de,perceptual,FITZPATRICK17K_C_6576ed10275f7f1f6902895835a32c49,fitzpatrick17k_c,,DERMNET_KAGGLE_e78f959c8136e76fdf80,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d1763b2a4c3671d68449,perceptual,FITZPATRICK17K_C_cd97c4945d1b6e8604c300412a32218a,fitzpatrick17k_c,,DERMNET_KAGGLE_1e65796d17a3a540acdd,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d1763b2a4c3671d68449,perceptual,FITZPATRICK17K_C_cd97c4945d1b6e8604c300412a32218a,fitzpatrick17k_c,,DERMNET_KAGGLE_523433788653f1fa5355,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d1763b2a4c3671d68449,perceptual,FITZPATRICK17K_C_cd97c4945d1b6e8604c300412a32218a,fitzpatrick17k_c,,DERMNET_KAGGLE_634faf1d0998627f831c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d3c0a266aa1215bd00bc,perceptual,FITZPATRICK17K_C_6d447cdf95c8f2bf9395831f31acc4fa,fitzpatrick17k_c,,DERMNET_KAGGLE_01ff5477470231489679,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d489b2a70bc919f6b2d2,perceptual,FITZPATRICK17K_C_c0673656a8d3ce41f1386e326c198cf6,fitzpatrick17k_c,,DERMNET_KAGGLE_a5cf48722173bd021b2f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d4de8c87f6ab2130118f,perceptual,FITZPATRICK17K_C_e848c2833f464148533a3a8127225b64,fitzpatrick17k_c,,DERMNET_KAGGLE_46044945aa20c34ec2a5,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d5163ddc5ba13eb0d92b,perceptual,FITZPATRICK17K_C_5e44d665d68cca052a33dca12ad2bf29,fitzpatrick17k_c,,DERMNET_KAGGLE_ecbe75af02610260aa25,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d71987c2e61fd16932c6,perceptual,FITZPATRICK17K_C_cb3b1adbfffe5ee1ed9c135c0ff7325b,fitzpatrick17k_c,D007,DERMNET_KAGGLE_f7959d00493e51829c9b,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d7244105c9cee0495012,perceptual,FITZPATRICK17K_C_9cc65e527c182ae53fb7570790171f0c,fitzpatrick17k_c,D004,DERMNET_KAGGLE_91470611877536ba0e56,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d96da1d3fd8e49f3f407,perceptual,FITZPATRICK17K_C_0caa172472b9c57d912cf127a44d8b68,fitzpatrick17k_c,D009,DERMNET_KAGGLE_e3ead8c0b2f3629765de,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d96da1d3fd8e49f3f407,perceptual,FITZPATRICK17K_C_0caa172472b9c57d912cf127a44d8b68,fitzpatrick17k_c,D009,DERMNET_KAGGLE_eae105b2c0d90963aa01,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d97c553dbc92071f361b,perceptual,FITZPATRICK17K_C_3875c968bfb44ad137180f3b944132c2,fitzpatrick17k_c,D004,DERMNET_KAGGLE_e44fd03129a9e1fe2491,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d998b04fc514f13cf69f,perceptual,FITZPATRICK17K_C_a2bcf7fd08383c3e53c08d9e7dade2b6,fitzpatrick17k_c,D007,DERMNET_KAGGLE_5da36a0eac4726128e95,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_d998b04fc514f13cf69f,perceptual,FITZPATRICK17K_C_a2bcf7fd08383c3e53c08d9e7dade2b6,fitzpatrick17k_c,D007,DERMNET_KAGGLE_f2279d2dce88487cf090,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_da417fd2cef2e95f26d6,perceptual,FITZPATRICK17K_C_bd92089736ae23805d8429af86029132,fitzpatrick17k_c,,DERMNET_KAGGLE_7bcd40626dc98bb1179d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_da417fd2cef2e95f26d6,perceptual,FITZPATRICK17K_C_bd92089736ae23805d8429af86029132,fitzpatrick17k_c,,DERMNET_KAGGLE_be68f89906ac11ab9aa9,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_da442f1cc86f2bc0a3fb,perceptual,FITZPATRICK17K_C_45321a9a4b3fa9f5f4a132f87d63e9df,fitzpatrick17k_c,,DERMNET_KAGGLE_7ab02de1f0979f78508c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_db19135a0bbb1571c4fe,perceptual,FITZPATRICK17K_C_982a357c237079c35ae5401dfc591055,fitzpatrick17k_c,,DERMNET_KAGGLE_f35a2b8b5fcaa750baba,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_db804fe9a250970c0eb6,perceptual,FITZPATRICK17K_C_86f719f98544f4df7cf2cbff3962bf86,fitzpatrick17k_c,D016,DERMNET_KAGGLE_50fee3f5677f7d3d92d8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dbf4901605c0843f7c8b,perceptual,FITZPATRICK17K_C_df9880f7bc57f4ea6baec7cc720ba66e,fitzpatrick17k_c,,DERMNET_KAGGLE_ad4388373b9127899c11,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dbf4901605c0843f7c8b,perceptual,FITZPATRICK17K_C_df9880f7bc57f4ea6baec7cc720ba66e,fitzpatrick17k_c,,DERMNET_KAGGLE_d226c180adb60cefccfc,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dc42d46d020be25ead33,perceptual,FITZPATRICK17K_C_1af9eb6b01aea02e6459d942c20f3f98,fitzpatrick17k_c,D007,DERMNET_KAGGLE_ff36f482a63728540012,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dd2a200b55a2ed820e1d,perceptual,FITZPATRICK17K_C_09c8bec991dd5c6cf5bc8af119ccca0a,fitzpatrick17k_c,,DERMNET_KAGGLE_24d384bebf444262775d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dd2a200b55a2ed820e1d,perceptual,FITZPATRICK17K_C_09c8bec991dd5c6cf5bc8af119ccca0a,fitzpatrick17k_c,,DERMNET_KAGGLE_d0d4fe6638dfe4afe7ce,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_de256df59f5a18ec63e5,perceptual,FITZPATRICK17K_C_607feae3c6d99925958dc04c439ee530,fitzpatrick17k_c,,DERMNET_KAGGLE_770fa6a923bdd1e50a7b,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_de478ecdd81642985954,perceptual,FITZPATRICK17K_C_dd43abce22fa616ad8f39ba85461b9ce,fitzpatrick17k_c,D004,DERMNET_KAGGLE_72065e5838e5b84bfff3,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_df4931e0a5eb87669245,perceptual,FITZPATRICK17K_C_b2e953bfa5253045082d15bfc8892b5b,fitzpatrick17k_c,D007,DERMNET_KAGGLE_b0955d766d782730c07c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_dfc8476e9f64bbcf8e98,perceptual,FITZPATRICK17K_C_5bfbbf980defc7097504589b63d5e330,fitzpatrick17k_c,,DERMNET_KAGGLE_f9aac76fcd832506f767,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e064c1d8abcf4eb21d16,perceptual,FITZPATRICK17K_C_fca342682300639e9782dc8f2303d909,fitzpatrick17k_c,,DERMNET_KAGGLE_2fff94654fd880377697,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e07374891efb308b6551,perceptual,FITZPATRICK17K_C_cb0bd0c2a0c3050db2384a371a5a83c9,fitzpatrick17k_c,D014,DERMNET_KAGGLE_74dbffcfb53b84a578a2,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e1102702e2969da4b6fc,perceptual,FITZPATRICK17K_C_0f9899775f4ce2efa31ae2704361db38,fitzpatrick17k_c,D007,DERMNET_KAGGLE_444e21483303da36f5c4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e1dedc980abe5e6a33b5,perceptual,FITZPATRICK17K_C_9171dd88988659b0642ee589c494367d,fitzpatrick17k_c,,DERMNET_KAGGLE_2c4a2116e341b6c453cb,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e1dedc980abe5e6a33b5,perceptual,FITZPATRICK17K_C_9171dd88988659b0642ee589c494367d,fitzpatrick17k_c,,DERMNET_KAGGLE_2fcd18dc9e2224be73b8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e22942df81d7ec6553d2,perceptual,FITZPATRICK17K_C_a5bc410e82a012af2db4ef88f2e7ed9e,fitzpatrick17k_c,,DERMNET_KAGGLE_5a61f12010cfc316f1bf,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e467b421d96feaf1332d,perceptual,FITZPATRICK17K_C_f27b150981c616b704721a1fa8cc9374,fitzpatrick17k_c,,DERMNET_KAGGLE_8462f25240682a2cc96f,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e4cc21683ae2f363cfef,perceptual,FITZPATRICK17K_C_00c67e6f49ebec99a9db8dc74064cbd3,fitzpatrick17k_c,D007,DERMNET_KAGGLE_aebeb651af5126fcdb67,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e51e8d7319cfc4065ae9,perceptual,FITZPATRICK17K_C_5c4f07cadd546134cda4f326de4f39ab,fitzpatrick17k_c,D005,DERMNET_KAGGLE_01af63874837c149c548,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e6c1fe8b91d831af5a53,perceptual,FITZPATRICK17K_C_6b88b2ba13040fd00a31046b5e4a35be,fitzpatrick17k_c,,DERMNET_KAGGLE_0908a67b71a3ac3feba1,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e8298a4592692def6757,perceptual,FITZPATRICK17K_C_b9003d4355ccd18cfc28e1136f391468,fitzpatrick17k_c,,DERMNET_KAGGLE_b9104598f9276e2121f8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e83d4a759ff24eb15f6b,perceptual,FITZPATRICK17K_C_786891098d43f04f9f2370bb7c614321,fitzpatrick17k_c,D004,DERMNET_KAGGLE_434462b91293459a79c0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e87d989d169c202919f1,perceptual,FITZPATRICK17K_C_33821dea8e135a970314e9e8b4500bbc,fitzpatrick17k_c,,DERMNET_KAGGLE_4706d4a0fa11ec090b28,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e87d989d169c202919f1,perceptual,FITZPATRICK17K_C_33821dea8e135a970314e9e8b4500bbc,fitzpatrick17k_c,,DERMNET_KAGGLE_d1af2346d227333ccfcd,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_e92d32e21cee5597a976,perceptual,FITZPATRICK17K_C_1a74229f50413b8ec98bb3d0c5f2189e,fitzpatrick17k_c,,DERMNET_KAGGLE_7d64de48549ce9c4d011,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ea7daad8394fec2e036f,perceptual,FITZPATRICK17K_C_bb4b81539322373a7c18690bbb2a7db9,fitzpatrick17k_c,,DERMNET_KAGGLE_981430ce504240215c1d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ebb18c1eb3b492cf41b8,perceptual,FITZPATRICK17K_C_c1ea1a8f9448f4007dab8c04e3b9b30d,fitzpatrick17k_c,,DERMNET_KAGGLE_a9e69307dac375bbc546,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ec1607bc06e2e54569f9,perceptual,FITZPATRICK17K_C_0ef0d6fa3124b76205a8d514b22fafaa,fitzpatrick17k_c,D004,DERMNET_KAGGLE_d39cfc0079d904c13449,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_edbe590e086d8a456929,perceptual,FITZPATRICK17K_C_6060ba22ae7d36d6822ee308648e0e59,fitzpatrick17k_c,,DERMNET_KAGGLE_357947a4ac5984cb4c56,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_edbe590e086d8a456929,perceptual,FITZPATRICK17K_C_6060ba22ae7d36d6822ee308648e0e59,fitzpatrick17k_c,,DERMNET_KAGGLE_986dd3e30ac8b161547e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_edbe590e086d8a456929,perceptual,FITZPATRICK17K_C_6060ba22ae7d36d6822ee308648e0e59,fitzpatrick17k_c,,DERMNET_KAGGLE_c7db1d2d6a3077ebbbbc,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f06d96870fab41e0a43a,perceptual,FITZPATRICK17K_C_6033f9750938418e4d2323c5a107a0ac,fitzpatrick17k_c,,DERMNET_KAGGLE_5d91ad726d3a700c19ea,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f0c1d1e682e7ee7614c1,perceptual,FITZPATRICK17K_C_40ee2bdd7d39d94804548a8aef1b052d,fitzpatrick17k_c,D009,DERMNET_KAGGLE_3104e245a8125cd2c24e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f0f758883a61bcd45871,perceptual,FITZPATRICK17K_C_34a79077e7da340767536e67f8a84aca,fitzpatrick17k_c,,DERMNET_KAGGLE_99abf5f536a509fcbf6d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f0f758883a61bcd45871,perceptual,FITZPATRICK17K_C_34a79077e7da340767536e67f8a84aca,fitzpatrick17k_c,,DERMNET_KAGGLE_f818af7c16b8b83bada2,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f1ced630fe9ec14a34ce,perceptual,FITZPATRICK17K_C_f4e66cea3abfbdb2dffafa3b21042ef6,fitzpatrick17k_c,,DERMNET_KAGGLE_2f3b2f74cc0c479a6fe8,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f2c77b30bffc5cf0437e,perceptual,FITZPATRICK17K_C_468b8516ba9a498845ce759b91ff10c4,fitzpatrick17k_c,D003,DERMNET_KAGGLE_e2706f4fa995f97bb095,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f2ef1aacf5fcb27b35cf,perceptual,FITZPATRICK17K_C_1c35d388e834baa7c95829a0ea39a50c,fitzpatrick17k_c,,DERMNET_KAGGLE_e1ea98414aee82fefe75,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f48f6a4d4d84e4984700,perceptual,FITZPATRICK17K_C_e38312ccf84a0e26adeebb4cb7f9732b,fitzpatrick17k_c,D007,DERMNET_KAGGLE_9129d468484b8fc1d5a0,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f4a031d16152b4612025,perceptual,FITZPATRICK17K_C_0ec3ad42fa779284c90cf3eafd31a6e7,fitzpatrick17k_c,,DERMNET_KAGGLE_23b2cf24b68e1a64bb60,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f4a9b82e7700c43bb0f3,perceptual,FITZPATRICK17K_C_4b3198562de3a684002fedc551a72c90,fitzpatrick17k_c,,DERMNET_KAGGLE_c635a38afe6208bc0c90,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f4c57db52e0bd3e7f894,perceptual,FITZPATRICK17K_C_02ee5c9ab0ae36ff5ed3e1d8a6c7b029,fitzpatrick17k_c,,DERMNET_KAGGLE_5c1243b5dd639e801156,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f59390089bb0f15e058d,perceptual,FITZPATRICK17K_C_2b7997290f5080c552bd7a9041ca3141,fitzpatrick17k_c,D007,DERMNET_KAGGLE_2c1334bc4b20a173ad4e,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f6a279215af090dbbb66,perceptual,FITZPATRICK17K_C_74b579dcfff1976967da203674921d62,fitzpatrick17k_c,,DERMNET_KAGGLE_0c1b1a7f3b26874c2026,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f83d26f98f1309a5ea4b,perceptual,FITZPATRICK17K_C_f27fd1d2f86efdd045fc563c11636ecb,fitzpatrick17k_c,D014,DERMNET_KAGGLE_d516a365fd208bfe7b3d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f874f52087ea4d978493,perceptual,FITZPATRICK17K_C_94ac73a217ea52841983a7492995ec13,fitzpatrick17k_c,,DERMNET_KAGGLE_ac0d380099e556b8156c,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f99670a27bca538fbc56,perceptual,FITZPATRICK17K_C_bf836d1420aecd9f0c1965ab4013326a,fitzpatrick17k_c,,DERMNET_KAGGLE_3a21d346b55ef8d8ff42,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_f9c325088f5eb16dab8e,perceptual,FITZPATRICK17K_C_92549951789c065482a6aca0e2c7b91a,fitzpatrick17k_c,,DERMNET_KAGGLE_c772388566eb2f86c2ef,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_fa2d44814b3472699493,perceptual,FITZPATRICK17K_C_fb57531df8274f14fe60e71ac27095d2,fitzpatrick17k_c,D014,DERMNET_KAGGLE_d1d46dba44ae80d06207,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_fc78fa19cae5b880e335,perceptual,FITZPATRICK17K_C_557fb1dfbe622947780c7fe4b40314c8,fitzpatrick17k_c,,DERMNET_KAGGLE_a3f5783af344925217e4,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_fc83a3c677798aaba698,perceptual,FITZPATRICK17K_C_18fdd27ca2ac90f3ff81bb893ebf3c46,fitzpatrick17k_c,,DERMNET_KAGGLE_37e3f01bc960034ae74d,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_fe4281124b12f58d0b8b,perceptual,FITZPATRICK17K_C_3865048c84183906734e1f4fa6c764ac,fitzpatrick17k_c,D005,DERMNET_KAGGLE_daa423e04013edfe5a43,dermnet_kaggle,,0,True,True,False
3,cross_dataset_overlap,pending,DUPLICATE_ff60d22339b86022964e,perceptual,FITZPATRICK17K_C_b948de5c44630036634c0e5b02584643,fitzpatrick17k_c,,DERMNET_KAGGLE_1b6ed2361742427a82d5,dermnet_kaggle,,0,True,True,False
