dataset_id,disease_original,normalized_source_label,canonical_source_label,disease_id,mapping_status,any_reference_image_count,any_reference_group_count,primary_image_count,primary_group_count
scin,Herpes Simplex,herpes simplex,herpes_simplex,,out_of_benchmark_scope,295,140,109,54
scin,"Acute dermatitis, NOS",acute dermatitis nos,acute_dermatitis_nos,,out_of_benchmark_scope,277,124,93,46
scin,Pityriasis rosea,pityriasis rosea,pityriasis_rosea,D019,benchmark_mapped,173,80,93,44
scin,Irritant Contact Dermatitis,irritant contact dermatitis,contact_dermatitis,D009,benchmark_mapped,541,249,72,39
scin,Tinea Versicolor,tinea versicolor,tinea_versicolor,,out_of_benchmark_scope,108,53,72,37
scin,CD - Contact dermatitis,cd contact dermatitis,cd_contact_dermatitis,,out_of_benchmark_scope,190,70,98,36
scin,Keratosis pilaris,keratosis pilaris,keratosis_pilaris,,out_of_benchmark_scope,148,60,77,32
scin,Lichen Simplex Chronicus,lichen simplex chronicus,lichen_simplex_chronicus,,out_of_benchmark_scope,167,78,69,32
scin,Viral Exanthem,viral exanthem,viral_exanthem,,out_of_benchmark_scope,187,82,53,29
scin,Lichen planus/lichenoid eruption,lichen planus lichenoid eruption,lichen_planus_lichenoid_eruption,,out_of_benchmark_scope,209,89,62,28
scin,O/E - ecchymoses present,o e ecchymoses present,o_e_ecchymoses_present,,out_of_benchmark_scope,103,50,53,28
scin,Rosacea,rosacea,rosacea,D012,benchmark_mapped,108,51,57,28
scin,Granuloma annulare,granuloma annulare,granuloma_annulare,D023,benchmark_mapped,128,59,56,27
scin,Leukocytoclastic Vasculitis,leukocytoclastic vasculitis,leukocytoclastic_vasculitis,,out_of_benchmark_scope,218,99,57,25
scin,Hypersensitivity,hypersensitivity,hypersensitivity,,out_of_benchmark_scope,249,113,51,24
scin,"Abrasion, scrape, or scab",abrasion scrape or scab,abrasion_scrape_or_scab,,out_of_benchmark_scope,105,48,45,23
scin,Photodermatitis,photodermatitis,photodermatitis,,out_of_benchmark_scope,87,43,44,23
scin,Prurigo nodularis,prurigo nodularis,prurigo_nodularis,D022,benchmark_mapped,66,27,54,22
scin,Purpura,purpura,purpura,,out_of_benchmark_scope,67,36,34,21
scin,Scabies,scabies,scabies,D018,benchmark_mapped,154,63,44,21
scin,Stasis Dermatitis,stasis dermatitis,stasis_dermatitis,,out_of_benchmark_scope,163,70,59,21
scin,Verruca vulgaris,verruca vulgaris,verruca_vulgaris,,out_of_benchmark_scope,95,40,46,20
scin,Acute and chronic dermatitis,acute and chronic dermatitis,acute_and_chronic_dermatitis,,out_of_benchmark_scope,108,47,39,19
scin,Intertrigo,intertrigo,intertrigo,,out_of_benchmark_scope,64,31,36,19
scin,Molluscum Contagiosum,molluscum contagiosum,molluscum_contagiosum,,out_of_benchmark_scope,135,63,33,18
scin,Scar Condition,scar condition,scar_condition,,out_of_benchmark_scope,48,23,36,18
scin,Abscess,abscess,abscess,,out_of_benchmark_scope,88,41,34,17
scin,Cellulitis,cellulitis,cellulitis,,out_of_benchmark_scope,94,39,41,17
scin,"Chronic dermatitis, NOS",chronic dermatitis nos,chronic_dermatitis_nos,,out_of_benchmark_scope,51,27,31,17
scin,Miliaria,miliaria,miliaria,,out_of_benchmark_scope,76,36,27,15
scin,Perioral Dermatitis,perioral dermatitis,perioral_dermatitis,,out_of_benchmark_scope,58,26,35,15
scin,Seborrheic Dermatitis,seborrheic dermatitis,seborrheic_dermatitis,D015,benchmark_mapped,96,46,31,14
scin,Actinic Keratosis,actinic keratosis,actinic_keratosis,D007,benchmark_mapped,39,22,21,12
scin,Cutaneous lupus,cutaneous lupus,cutaneous_lupus,,out_of_benchmark_scope,67,31,18,10
scin,Inflicted skin lesions,inflicted skin lesions,inflicted_skin_lesions,,out_of_benchmark_scope,64,29,21,10
scin,Hemangioma,hemangioma,hemangioma,,out_of_benchmark_scope,30,15,15,9
scin,Lichen nitidus,lichen nitidus,lichen_nitidus,,out_of_benchmark_scope,64,27,19,9
scin,Xerosis,xerosis,xerosis,,out_of_benchmark_scope,58,24,17,9
scin,Ecthyma,ecthyma,ecthyma,,out_of_benchmark_scope,30,11,21,8
scin,Infected eczema,infected eczema,infected_eczema,,out_of_benchmark_scope,46,23,12,8
scin,SCC/SCCIS,scc sccis,squamous_cell_carcinoma,D005,benchmark_mapped,75,37,16,8
scin,Erythema multiforme,erythema multiforme,erythema_multiforme,D024,benchmark_mapped,74,33,16,7
scin,Livedo reticularis,livedo reticularis,livedo_reticularis,,out_of_benchmark_scope,25,10,16,7
scin,Pityriasis lichenoides,pityriasis lichenoides,pityriasis_lichenoides,,out_of_benchmark_scope,71,28,16,7
scin,SK/ISK,sk isk,sk_isk,,out_of_benchmark_scope,39,17,14,7
scin,Basal Cell Carcinoma,basal cell carcinoma,basal_cell_carcinoma,D004,benchmark_mapped,38,21,13,6
scin,Confluent and reticulate papillomatosis,confluent and reticulate papillomatosis,confluent_and_reticulate_papillomatosis,,out_of_benchmark_scope,11,8,9,6
scin,Cutaneous T Cell Lymphoma,cutaneous t cell lymphoma,cutaneous_t_cell_lymphoma,,out_of_benchmark_scope,31,16,13,6
scin,Cutaneous sarcoidosis,cutaneous sarcoidosis,cutaneous_sarcoidosis,,out_of_benchmark_scope,51,24,11,6
scin,Dermatofibroma,dermatofibroma,dermatofibroma,,out_of_benchmark_scope,20,8,14,6
scin,Erythema ab igne,erythema ab igne,erythema_ab_igne,,out_of_benchmark_scope,36,16,13,6
scin,Hidradenitis,hidradenitis,hidradenitis,,out_of_benchmark_scope,26,14,11,6
scin,Post-Inflammatory hyperpigmentation,post inflammatory hyperpigmentation,post_inflammatory_hyperpigmentation,,out_of_benchmark_scope,61,28,15,6
scin,Superficial wound of body region,superficial wound of body region,superficial_wound_of_body_region,,out_of_benchmark_scope,24,10,16,6
scin,Burn of skin,burn of skin,burn_of_skin,,out_of_benchmark_scope,33,16,8,5
scin,Cyst,cyst,cyst,,out_of_benchmark_scope,38,20,9,5
scin,Melanocytic Nevus,melanocytic nevus,melanocytic_nevus,D002,benchmark_mapped,28,12,13,5
scin,Onychomycosis,onychomycosis,onychomycosis,,out_of_benchmark_scope,17,7,12,5
scin,Skin infection,skin infection,skin_infection,,out_of_benchmark_scope,27,15,9,5
scin,Traumatic petechiae,traumatic petechiae,traumatic_petechiae,,out_of_benchmark_scope,14,7,10,5
scin,Acanthosis nigricans,acanthosis nigricans,acanthosis_nigricans,,out_of_benchmark_scope,12,5,9,4
scin,Candida intertrigo,candida intertrigo,candida_intertrigo,,out_of_benchmark_scope,26,13,8,4
scin,Cutaneous larva migrans,cutaneous larva migrans,cutaneous_larva_migrans,,out_of_benchmark_scope,22,9,9,4
scin,Geographic tongue,geographic tongue,geographic_tongue,,out_of_benchmark_scope,17,8,8,4
scin,Keratosis,keratosis,keratosis,,out_of_benchmark_scope,11,6,5,4
scin,Lichen spinulosus,lichen spinulosus,lichen_spinulosus,,out_of_benchmark_scope,27,11,10,4
scin,Lichenified eczematous dermatitis,lichenified eczematous dermatitis,lichenified_eczematous_dermatitis,,out_of_benchmark_scope,15,6,10,4
scin,Melasma,melasma,melasma,,out_of_benchmark_scope,12,5,9,4
scin,O/E - petechiae on skin,o e petechiae on skin,o_e_petechiae_on_skin,,out_of_benchmark_scope,11,7,7,4
scin,Paronychia,paronychia,paronychia,,out_of_benchmark_scope,11,5,9,4
scin,Bullous Pemphigoid,bullous pemphigoid,bullous_pemphigoid,,out_of_benchmark_scope,21,9,6,3
scin,Contact purpura,contact purpura,contact_purpura,,out_of_benchmark_scope,7,3,7,3
scin,Lichen striatus,lichen striatus,lichen_striatus,,out_of_benchmark_scope,10,4,7,3
scin,O/E - pustules,o e pustules,o_e_pustules,,out_of_benchmark_scope,10,4,7,3
scin,Pityriasis alba,pityriasis alba,pityriasis_alba,,out_of_benchmark_scope,9,4,8,3
scin,Porokeratosis,porokeratosis,porokeratosis,,out_of_benchmark_scope,32,13,7,3
scin,Remove from labeling tool,remove from labeling tool,remove_from_labeling_tool,,out_of_benchmark_scope,24,12,3,3
scin,AKV - Acrokeratosis verruciformis,akv acrokeratosis verruciformis,akv_acrokeratosis_verruciformis,,out_of_benchmark_scope,6,3,3,2
scin,Acute constitutional eczema,acute constitutional eczema,acute_constitutional_eczema,,out_of_benchmark_scope,5,2,5,2
scin,Amyloidosis of skin,amyloidosis of skin,amyloidosis_of_skin,,out_of_benchmark_scope,23,9,4,2
scin,Animal bite - wound,animal bite wound,animal_bite_wound,,out_of_benchmark_scope,21,7,6,2
scin,Annular erythema,annular erythema,annular_erythema,,out_of_benchmark_scope,9,7,2,2
scin,Chilblain,chilblain,chilblain,,out_of_benchmark_scope,13,6,2,2
scin,Clavus,clavus,clavus,,out_of_benchmark_scope,9,4,5,2
scin,Deep fungal infection,deep fungal infection,deep_fungal_infection,,out_of_benchmark_scope,36,16,3,2
scin,Dermatitis herpetiformis,dermatitis herpetiformis,dermatitis_herpetiformis,,out_of_benchmark_scope,36,14,3,2
scin,Epidermal nevus,epidermal nevus,epidermal_nevus,,out_of_benchmark_scope,12,5,4,2
scin,Erythema gyratum repens,erythema gyratum repens,erythema_gyratum_repens,,out_of_benchmark_scope,9,4,5,2
scin,Erythema nodosum,erythema nodosum,erythema_nodosum,,out_of_benchmark_scope,20,8,4,2
scin,Foot ulcer,foot ulcer,foot_ulcer,,out_of_benchmark_scope,6,2,6,2
scin,Grover's disease,grover s disease,grover_s_disease,,out_of_benchmark_scope,25,10,5,2
scin,Hand foot and mouth disease,hand foot and mouth disease,hand_foot_and_mouth_disease,,out_of_benchmark_scope,5,4,2,2
scin,Hematoma of skin,hematoma of skin,hematoma_of_skin,,out_of_benchmark_scope,4,2,4,2
scin,Idiopathic guttate hypomelanosis,idiopathic guttate hypomelanosis,idiopathic_guttate_hypomelanosis,,out_of_benchmark_scope,2,2,2,2
scin,Inverse psoriasis,inverse psoriasis,inverse_psoriasis,,out_of_benchmark_scope,4,2,4,2
scin,Kaposi's sarcoma of skin,kaposi s sarcoma of skin,kaposi_s_sarcoma_of_skin,,out_of_benchmark_scope,24,13,4,2
scin,Koebner phenomenon,koebner phenomenon,koebner_phenomenon,,out_of_benchmark_scope,11,4,6,2
scin,Lichenoid myxedema,lichenoid myxedema,lichenoid_myxedema,,out_of_benchmark_scope,16,6,5,2
scin,Milia,milia,milia,,out_of_benchmark_scope,24,11,5,2
scin,Morphea/Scleroderma,morphea scleroderma,morphea_scleroderma,,out_of_benchmark_scope,15,6,5,2
scin,O/E - petechiae present,o e petechiae present,o_e_petechiae_present,,out_of_benchmark_scope,6,3,4,2
scin,Parapsoriasis,parapsoriasis,parapsoriasis,,out_of_benchmark_scope,17,8,6,2
scin,Perforating dermatosis,perforating dermatosis,perforating_dermatosis,,out_of_benchmark_scope,21,7,6,2
scin,Prurigo,prurigo,prurigo,,out_of_benchmark_scope,8,4,4,2
scin,Pyogenic granuloma,pyogenic granuloma,pyogenic_granuloma,,out_of_benchmark_scope,9,4,6,2
scin,Rheumatoid nodule,rheumatoid nodule,rheumatoid_nodule,,out_of_benchmark_scope,5,2,5,2
scin,Skin and soft tissue atypical mycobacterial infection,skin and soft tissue atypical mycobacterial infection,skin_and_soft_tissue_atypical_mycobacterial_infection,,out_of_benchmark_scope,61,25,6,2
scin,Syphilis,syphilis,syphilis,,out_of_benchmark_scope,70,32,3,2
scin,Venous Stasis Ulcer,venous stasis ulcer,venous_stasis_ulcer,,out_of_benchmark_scope,4,2,4,2
scin,Vitiligo,vitiligo,vitiligo,D013,benchmark_mapped,16,6,4,2
scin,Abrasion and/or friction burn of thigh without infection,abrasion and or friction burn of thigh without infection,abrasion_and_or_friction_burn_of_thigh_without_infection,,out_of_benchmark_scope,3,1,3,1
scin,Acne keloidalis,acne keloidalis,acne_keloidalis,,out_of_benchmark_scope,6,2,3,1
scin,Acne urticata,acne urticata,acne_urticata,,out_of_benchmark_scope,2,1,2,1
scin,Actinic granuloma,actinic granuloma,actinic_granuloma,,out_of_benchmark_scope,4,2,3,1
scin,Acute dermatitis,acute dermatitis,acute_dermatitis,,out_of_benchmark_scope,3,1,3,1
scin,Acute vesicular dermatitis,acute vesicular dermatitis,acute_vesicular_dermatitis,,out_of_benchmark_scope,2,1,2,1
scin,Acute-on-chronic dyshidrotic eczema of hands,acute on chronic dyshidrotic eczema of hands,acute_on_chronic_dyshidrotic_eczema_of_hands,,out_of_benchmark_scope,3,1,3,1
scin,Adnexal neoplasm,adnexal neoplasm,adnexal_neoplasm,,out_of_benchmark_scope,10,4,3,1
scin,Agminate folliculitis,agminate folliculitis,agminate_folliculitis,,out_of_benchmark_scope,3,1,3,1
scin,Allergic contact dermatitis caused by allergenic hapten derived from plant,allergic contact dermatitis caused by allergenic hapten derived from plant,allergic_contact_dermatitis_caused_by_allergenic_hapten_derived_from_plant,,out_of_benchmark_scope,3,1,3,1
scin,Arsenical keratosis,arsenical keratosis,arsenical_keratosis,,out_of_benchmark_scope,2,1,2,1
scin,B-Cell Cutaneous Lymphoma,b cell cutaneous lymphoma,b_cell_cutaneous_lymphoma,,out_of_benchmark_scope,6,3,2,1
scin,Berloque dermatitis,berloque dermatitis,berloque_dermatitis,,out_of_benchmark_scope,3,1,3,1
scin,Blister,blister,blister,,out_of_benchmark_scope,8,3,3,1
scin,Burn of forearm,burn of forearm,burn_of_forearm,,out_of_benchmark_scope,2,1,2,1
scin,Candida,candida,candida,,out_of_benchmark_scope,9,4,3,1
scin,Cheilitis,cheilitis,cheilitis,,out_of_benchmark_scope,1,1,1,1
scin,Chicken pox exanthem,chicken pox exanthem,chicken_pox_exanthem,,out_of_benchmark_scope,4,2,1,1
scin,Condyloma acuminatum,condyloma acuminatum,condyloma_acuminatum,,out_of_benchmark_scope,12,4,3,1
scin,Contact dermatitis caused by Rhus diversiloba,contact dermatitis caused by rhus diversiloba,contact_dermatitis_caused_by_rhus_diversiloba,,out_of_benchmark_scope,5,3,3,1
scin,"Contact dermatitis, NOS",contact dermatitis nos,contact_dermatitis_nos,,out_of_benchmark_scope,24,10,3,1
scin,Cutaneous metastasis,cutaneous metastasis,cutaneous_metastasis,,out_of_benchmark_scope,4,2,3,1
scin,Diffuse xanthoma,diffuse xanthoma,diffuse_xanthoma,,out_of_benchmark_scope,2,1,2,1
scin,Ecthyma gangrenosum,ecthyma gangrenosum,ecthyma_gangrenosum,,out_of_benchmark_scope,1,1,1,1
scin,Elephantiasis nostras,elephantiasis nostras,elephantiasis_nostras,,out_of_benchmark_scope,1,1,1,1
scin,Erosion of skin,erosion of skin,erosion_of_skin,,out_of_benchmark_scope,3,1,3,1
scin,Eruptive odontogenic cyst,eruptive odontogenic cyst,eruptive_odontogenic_cyst,,out_of_benchmark_scope,4,2,3,1
scin,Eruptive xanthoma,eruptive xanthoma,eruptive_xanthoma,,out_of_benchmark_scope,1,1,1,1
scin,Erythema dyschromicum perstans,erythema dyschromicum perstans,erythema_dyschromicum_perstans,,out_of_benchmark_scope,5,2,2,1
scin,Erythema migrans,erythema migrans,erythema_migrans,,out_of_benchmark_scope,25,11,3,1
scin,Foreign body reaction of the skin,foreign body reaction of the skin,foreign_body_reaction_of_the_skin,,out_of_benchmark_scope,8,3,3,1
scin,Fox-Fordyce disease,fox fordyce disease,fox_fordyce_disease,,out_of_benchmark_scope,6,2,3,1
scin,Fungal dermatitis,fungal dermatitis,fungal_dermatitis,,out_of_benchmark_scope,4,2,1,1
scin,Fungal dermatosis,fungal dermatosis,fungal_dermatosis,,out_of_benchmark_scope,6,3,3,1
scin,HK - Hyperkeratosis,hk hyperkeratosis,hk_hyperkeratosis,,out_of_benchmark_scope,10,4,3,1
scin,Hemosiderin pigmentation of lower limb due to varicose veins of lower limb,hemosiderin pigmentation of lower limb due to varicose veins of lower limb,hemosiderin_pigmentation_of_lower_limb_due_to_varicose_veins_of_lower_limb,,out_of_benchmark_scope,3,1,3,1
scin,Hemosiderin pigmentation of skin due to venous insufficiency,hemosiderin pigmentation of skin due to venous insufficiency,hemosiderin_pigmentation_of_skin_due_to_venous_insufficiency,,out_of_benchmark_scope,6,2,3,1
scin,Histiocytosis of skin,histiocytosis of skin,histiocytosis_of_skin,,out_of_benchmark_scope,3,1,3,1
scin,Hyperpigmentation,hyperpigmentation,hyperpigmentation,,out_of_benchmark_scope,1,1,1,1
scin,Ichthyosis,ichthyosis,ichthyosis,,out_of_benchmark_scope,10,6,2,1
scin,Infection of skin,infection of skin,infection_of_skin,,out_of_benchmark_scope,3,2,2,1
scin,Inflammatory dermatosis,inflammatory dermatosis,inflammatory_dermatosis,,out_of_benchmark_scope,7,3,3,1
scin,Jessner lymphocytic infiltrate,jessner lymphocytic infiltrate,jessner_lymphocytic_infiltrate,,out_of_benchmark_scope,1,1,1,1
scin,Keratoderma,keratoderma,keratoderma,,out_of_benchmark_scope,16,6,3,1
scin,Keratolysis exfoliativa,keratolysis exfoliativa,keratolysis_exfoliativa,,out_of_benchmark_scope,1,1,1,1
scin,Knuckle pads,knuckle pads,knuckle_pads,,out_of_benchmark_scope,1,1,1,1
scin,Leukonychia,leukonychia,leukonychia,,out_of_benchmark_scope,1,1,1,1
scin,Lichen sclerosus,lichen sclerosus,lichen_sclerosus,,out_of_benchmark_scope,6,3,2,1
scin,Lichenified eczema,lichenified eczema,lichenified_eczema,,out_of_benchmark_scope,1,1,1,1
scin,Local infection of wound,local infection of wound,local_infection_of_wound,,out_of_benchmark_scope,3,1,3,1
scin,Localised cutaneous vasculitis,localised cutaneous vasculitis,localised_cutaneous_vasculitis,,out_of_benchmark_scope,3,1,3,1
scin,Localized skin infection,localized skin infection,localized_skin_infection,,out_of_benchmark_scope,27,11,1,1
scin,Lymphangioma,lymphangioma,lymphangioma,,out_of_benchmark_scope,12,5,2,1
scin,Majocchi granuloma,majocchi granuloma,majocchi_granuloma,,out_of_benchmark_scope,1,1,1,1
scin,Melanin pigmentation due to exogenous substance,melanin pigmentation due to exogenous substance,melanin_pigmentation_due_to_exogenous_substance,,out_of_benchmark_scope,2,1,2,1
scin,Melanoma,melanoma,melanoma,D001,benchmark_mapped,17,7,3,1
scin,Morbilliform eruption,morbilliform eruption,morbilliform_eruption,,out_of_benchmark_scope,1,1,1,1
scin,Nail dystrophy,nail dystrophy,nail_dystrophy,,out_of_benchmark_scope,3,2,2,1
scin,Necrobiosis lipoidica,necrobiosis lipoidica,necrobiosis_lipoidica,,out_of_benchmark_scope,13,5,3,1
scin,O/E - vesicles present,o e vesicles present,o_e_vesicles_present,,out_of_benchmark_scope,1,1,1,1
scin,On examination - follicular pustules,on examination follicular pustules,on_examination_follicular_pustules,,out_of_benchmark_scope,3,1,3,1
scin,Onychodystrophy,onychodystrophy,onychodystrophy,,out_of_benchmark_scope,5,2,3,1
scin,Pemphigus vulgaris,pemphigus vulgaris,pemphigus_vulgaris,,out_of_benchmark_scope,8,3,3,1
scin,Petechiae,petechiae,petechiae,,out_of_benchmark_scope,5,2,2,1
scin,Photocontact dermatitis [berloque dermatitis],photocontact dermatitis berloque dermatitis,photocontact_dermatitis_berloque_dermatitis,,out_of_benchmark_scope,3,1,3,1
scin,Phytophotodermatitis,phytophotodermatitis,phytophotodermatitis,,out_of_benchmark_scope,11,4,3,1
scin,Pincer nail deformity,pincer nail deformity,pincer_nail_deformity,,out_of_benchmark_scope,2,1,2,1
scin,Pityriasis rubra pilaris,pityriasis rubra pilaris,pityriasis_rubra_pilaris,,out_of_benchmark_scope,19,8,2,1
scin,Poikiloderma,poikiloderma,poikiloderma,,out_of_benchmark_scope,3,1,3,1
scin,Poisoning by nematocyst,poisoning by nematocyst,poisoning_by_nematocyst,,out_of_benchmark_scope,1,1,1,1
scin,Post-Inflammatory hypopigmentation,post inflammatory hypopigmentation,post_inflammatory_hypopigmentation,,out_of_benchmark_scope,16,6,3,1
scin,Pressure ulcer,pressure ulcer,pressure_ulcer,,out_of_benchmark_scope,1,1,1,1
scin,Pyoderma,pyoderma,pyoderma,,out_of_benchmark_scope,1,1,1,1
scin,Skin lesion in drug addict,skin lesion in drug addict,skin_lesion_in_drug_addict,,out_of_benchmark_scope,7,3,3,1
scin,Skin ulcer,skin ulcer,skin_ulcer,,out_of_benchmark_scope,4,2,1,1
scin,Sunburn,sunburn,sunburn,,out_of_benchmark_scope,14,6,3,1
scin,Sweet syndrome,sweet syndrome,sweet_syndrome,,out_of_benchmark_scope,13,5,3,1
scin,TMEP - telangiectasia macularis eruptiva perstans,tmep telangiectasia macularis eruptiva perstans,tmep_telangiectasia_macularis_eruptiva_perstans,,out_of_benchmark_scope,1,1,1,1
scin,Traction alopecia,traction alopecia,traction_alopecia,,out_of_benchmark_scope,2,1,2,1
scin,Traumatic blister,traumatic blister,traumatic_blister,,out_of_benchmark_scope,4,2,1,1
scin,Traumatic ulcer,traumatic ulcer,traumatic_ulcer,,out_of_benchmark_scope,4,2,1,1
scin,Varicose veins of lower extremity,varicose veins of lower extremity,varicose_veins_of_lower_extremity,,out_of_benchmark_scope,1,1,1,1
scin,Vasculitis of the skin,vasculitis of the skin,vasculitis_of_the_skin,,out_of_benchmark_scope,24,10,1,1
scin,hyperlinear palm,hyperlinear palm,hyperlinear_palm,,out_of_benchmark_scope,3,1,3,1
scin,pathergy,pathergy,pathergy,,out_of_benchmark_scope,3,1,3,1
scin,relapsing polychondritis,relapsing polychondritis,relapsing_polychondritis,,out_of_benchmark_scope,3,1,3,1
scin,unilateral laterothoracic exanthem,unilateral laterothoracic exanthem,unilateral_laterothoracic_exanthem,,out_of_benchmark_scope,1,1,1,1
scin,varicose vein,varicose vein,varicose_vein,,out_of_benchmark_scope,3,1,3,1
scin,wound/abrasion,wound abrasion,wound_abrasion,,out_of_benchmark_scope,3,1,3,1
scin,Abrasion and/or friction burn of lower limb without infection,abrasion and or friction burn of lower limb without infection,abrasion_and_or_friction_burn_of_lower_limb_without_infection,,out_of_benchmark_scope,1,1,0,0
scin,Abrasion of wrist,abrasion of wrist,abrasion_of_wrist,,out_of_benchmark_scope,5,2,0,0
scin,Acneiform eruption,acneiform eruption,acneiform_eruption,,out_of_benchmark_scope,1,1,0,0
scin,Acquired digital fibrokeratoma,acquired digital fibrokeratoma,acquired_digital_fibrokeratoma,,out_of_benchmark_scope,3,1,0,0
scin,Acquired poikiloderma,acquired poikiloderma,acquired_poikiloderma,,out_of_benchmark_scope,3,1,0,0
scin,Acral erythema,acral erythema,acral_erythema,,out_of_benchmark_scope,2,1,0,0
scin,Acral persistent papular mucinosis,acral persistent papular mucinosis,acral_persistent_papular_mucinosis,,out_of_benchmark_scope,3,1,0,0
scin,Acute generalised exanthematous pustulosis,acute generalised exanthematous pustulosis,acute_generalised_exanthematous_pustulosis,,out_of_benchmark_scope,7,3,0,0
scin,Acute ulcer of skin,acute ulcer of skin,acute_ulcer_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,Anetoderma,anetoderma,anetoderma,,out_of_benchmark_scope,2,1,0,0
scin,Angiokeratoma of skin,angiokeratoma of skin,angiokeratoma_of_skin,,out_of_benchmark_scope,5,3,0,0
scin,Angiosarcoma of skin,angiosarcoma of skin,angiosarcoma_of_skin,,out_of_benchmark_scope,1,1,0,0
scin,Atrophic glossitis,atrophic glossitis,atrophic_glossitis,,out_of_benchmark_scope,3,1,0,0
scin,Atypical Nevus,atypical nevus,atypical_nevus,,out_of_benchmark_scope,9,5,0,0
scin,Autoimmune diseases affecting skin,autoimmune diseases affecting skin,autoimmune_diseases_affecting_skin,,out_of_benchmark_scope,4,2,0,0
scin,Bacterial pyoderma,bacterial pyoderma,bacterial_pyoderma,,out_of_benchmark_scope,3,1,0,0
scin,Benign cutaneous vascular tumor,benign cutaneous vascular tumor,benign_cutaneous_vascular_tumor,,out_of_benchmark_scope,5,2,0,0
scin,Benign tumor of dermis,benign tumor of dermis,benign_tumor_of_dermis,,out_of_benchmark_scope,2,1,0,0
scin,Blood blister,blood blister,blood_blister,,out_of_benchmark_scope,2,1,0,0
scin,Bullosis diabeticorum,bullosis diabeticorum,bullosis_diabeticorum,,out_of_benchmark_scope,3,1,0,0
scin,Bullous dermatitis,bullous dermatitis,bullous_dermatitis,,out_of_benchmark_scope,5,3,0,0
scin,"Bullous dermatitis, NOS",bullous dermatitis nos,bullous_dermatitis_nos,,out_of_benchmark_scope,4,2,0,0
scin,Bullous dermatosis,bullous dermatosis,bullous_dermatosis,,out_of_benchmark_scope,5,2,0,0
scin,Burn erythema of abdominal wall,burn erythema of abdominal wall,burn_erythema_of_abdominal_wall,,out_of_benchmark_scope,3,1,0,0
scin,Burn erythema of back of hand,burn erythema of back of hand,burn_erythema_of_back_of_hand,,out_of_benchmark_scope,9,3,0,0
scin,Burn erythema of lower leg,burn erythema of lower leg,burn_erythema_of_lower_leg,,out_of_benchmark_scope,6,2,0,0
scin,Burn erythema of neck,burn erythema of neck,burn_erythema_of_neck,,out_of_benchmark_scope,3,1,0,0
scin,Calcinosis cutis,calcinosis cutis,calcinosis_cutis,,out_of_benchmark_scope,11,4,0,0
scin,Calciphylaxis cutis,calciphylaxis cutis,calciphylaxis_cutis,,out_of_benchmark_scope,3,1,0,0
scin,Candida infection of flexural skin,candida infection of flexural skin,candida_infection_of_flexural_skin,,out_of_benchmark_scope,3,1,0,0
scin,Candidal intertrigo,candidal intertrigo,candidal_intertrigo,,out_of_benchmark_scope,15,6,0,0
scin,Cat scratch disease,cat scratch disease,cat_scratch_disease,,out_of_benchmark_scope,3,1,0,0
scin,Cat scratch injury,cat scratch injury,cat_scratch_injury,,out_of_benchmark_scope,3,1,0,0
scin,Cellulitis of hand excluding finger,cellulitis of hand excluding finger,cellulitis_of_hand_excluding_finger,,out_of_benchmark_scope,2,1,0,0
scin,Chemical leukoderma,chemical leukoderma,chemical_leukoderma,,out_of_benchmark_scope,4,2,0,0
scin,Chronic dermatitis,chronic dermatitis,chronic_dermatitis,,out_of_benchmark_scope,3,1,0,0
scin,Chronic ulcer of skin,chronic ulcer of skin,chronic_ulcer_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,Clinical neurofibromatosis,clinical neurofibromatosis,clinical_neurofibromatosis,,out_of_benchmark_scope,3,1,0,0
scin,Collagenoma,collagenoma,collagenoma,,out_of_benchmark_scope,2,1,0,0
scin,Comedone,comedone,comedone,,out_of_benchmark_scope,3,2,0,0
scin,Contact burn of skin,contact burn of skin,contact_burn_of_skin,,out_of_benchmark_scope,1,1,0,0
scin,Crohn disease of skin,crohn disease of skin,crohn_disease_of_skin,,out_of_benchmark_scope,3,1,0,0
scin,Crusted eczematous dermatitis,crusted eczematous dermatitis,crusted_eczematous_dermatitis,,out_of_benchmark_scope,3,1,0,0
scin,Cutaneous leishmaniasis,cutaneous leishmaniasis,cutaneous_leishmaniasis,,out_of_benchmark_scope,7,3,0,0
scin,Cutaneous lyme disease,cutaneous lyme disease,cutaneous_lyme_disease,,out_of_benchmark_scope,8,3,0,0
scin,Cutaneous polyarteritis nodosa,cutaneous polyarteritis nodosa,cutaneous_polyarteritis_nodosa,,out_of_benchmark_scope,1,1,0,0
scin,Darier's disease,darier s disease,darier_s_disease,,out_of_benchmark_scope,6,2,0,0
scin,Dehiscence,dehiscence,dehiscence,,out_of_benchmark_scope,3,1,0,0
scin,Dermatofibrosarcoma protuberans,dermatofibrosarcoma protuberans,dermatofibrosarcoma_protuberans,,out_of_benchmark_scope,2,1,0,0
scin,Dermatomyositis,dermatomyositis,dermatomyositis,,out_of_benchmark_scope,8,3,0,0
scin,Dermatosis caused by lice,dermatosis caused by lice,dermatosis_caused_by_lice,,out_of_benchmark_scope,2,1,0,0
scin,Dermatosis due to flea,dermatosis due to flea,dermatosis_due_to_flea,,out_of_benchmark_scope,6,2,0,0
